"Comb_sciname" "BodyMass"
"613" "Cnemaspis_ornata" "3.8"
"614" "Cnemaspis_heteropholis" "2.1"
"615" "Cnemaspis_latha" "0.7"
"616" "Cnemaspis_indraneildasii" "7.4"
"617" "Cnemaspis_monticola" "0.9"
"618" "Cnemaspis_jerdonii" "1.9"
"619" "Cnemaspis_menikay" "0.6"
"620" "Cnemaspis_kallima" "1.1"
"621" "Cnemaspis_kandiana" "4.9"
"622" "Cnemaspis_tropidogaster" "6.1"
"623" "Cnemaspis_modiglianii" "0.9"
"624" "Cnemaspis_retigalensis" "0.7"
"625" "Cnemaspis_kolhapurensis" "1.6"
"626" "Cnemaspis_otai" "0.8"
"627" "Cnemaspis_kumarasinghei" "0.8"
"628" "Cnemaspis_phillipsi" "1.2"
"629" "Cnemaspis_molligodai" "0.6"
"630" "Cnemaspis_pava" "1"
"631" "Cnemaspis_mysoriensis" "0.7"
"632" "Cnemaspis_punctata" "1.2"
"633" "Cnemaspis_nairi" "2"
"634" "Cnemaspis_rammalensis" "3.4"
"635" "Cnemaspis_pulchra" "1"
"636" "Cnemaspis_samanalensis" "1.3"
"637" "Cnemaspis_wicksi" "0.6"
"638" "Cnemaspis_yercaudensis" "0.4"
"639" "Microgecko_depressus" "1"
"640" "Microgecko_helenae" "0.8"
"641" "Microgecko_persicus" "1.1"
"642" "Microgecko_latifi" "0.5"
"643" "Afroedura_africana" "5.6"
"644" "Afroedura_amatolica" "4.7"
"645" "Afroedura_tembulica" "4"
"646" "Afroedura_bogerti" "2.8"
"647" "Afroedura_loveridgei" "4.4"
"648" "Afroedura_broadleyi" "3.8"
"649" "Afroedura_pienaari" "3.3"
"650" "Afroedura_granitica" "4.2"
"651" "Afroedura_langi" "2.2"
"652" "Afroedura_waterbergensis" "2.2"
"653" "Afroedura_haackei" "3.1"
"654" "Afroedura_halli" "5.6"
"655" "Afroedura_karroica" "5.6"
"656" "Afroedura_leoloensis" "1.6"
"657" "Afroedura_major" "8.9"
"658" "Afroedura_multiporis" "6.3"
"659" "Afroedura_maripi" "5.3"
"660" "Afroedura_marleyi" "1.1"
"661" "Afroedura_pongola" "1.5"
"662" "Afroedura_namaquensis" "3.8"
"663" "Afroedura_nivaria" "6.1"
"664" "Afroedura_pondolia" "4.2"
"665" "Afroedura_rondavelica" "3.7"
"666" "Afroedura_rupestris" "5.1"
"667" "Afroedura_tirasensis" "3.7"
"668" "Afroedura_transvaalica" "8"
"669" "Afroedura_hawequensis" "11.4"
"670" "Blaesodactylus_ambonihazo" "23.6"
"671" "Blaesodactylus_antongilensis" "17.5"
"672" "Blaesodactylus_sakalava" "21.3"
"673" "Blaesodactylus_boivini" "65.1"
"674" "Homopholis_arnoldi" "39.4"
"675" "Homopholis_mulleri" "10.7"
"676" "Homopholis_walbergii" "33.8"
"677" "Homopholis_fasciata" "11"
"678" "Geckolepis_maculata" "10"
"679" "Geckolepis_typica" "5.3"
"680" "Geckolepis_polylepis" "3"
"681" "Chondrodactylus_angulifer" "26.7"
"682" "Chondrodactylus_bibronii" "19.1"
"683" "Chondrodactylus_fitzsimonsi" "14.3"
"684" "Chondrodactylus_turneri" "16.6"
"685" "Colopus_kochii" "3.5"
"686" "Pachydactylus_amoenus" "1.1"
"687" "Pachydactylus_mariquensis" "4.2"
"688" "Colopus_wahlbergii" "4.9"
"689" "Pachydactylus_austeni" "2.4"
"690" "Pachydactylus_rangei" "10.3"
"691" "Pachydactylus_vanzyli" "6.1"
"692" "Pachydactylus_acuminatus" "2.8"
"693" "Pachydactylus_affinis" "6.6"
"694" "Pachydactylus_vansoni" "4.4"
"695" "Pachydactylus_capensis" "6.6"
"696" "Pachydactylus_oshaughnessyi" "4.2"
"697" "Pachydactylus_tigrinus" "3.3"
"698" "Pachydactylus_barnardi" "4.7"
"699" "Pachydactylus_formosus" "4.7"
"700" "Pachydactylus_rugosus" "5.8"
"701" "Pachydactylus_labialis" "2.2"
"702" "Pachydactylus_geitje" "2.1"
"703" "Pachydactylus_maculatus" "4.2"
"704" "Pachydactylus_oculatus" "3.3"
"705" "Pachydactylus_bicolor" "1.9"
"706" "Pachydactylus_maraisi" "1.6"
"707" "Pachydactylus_boehmei" "2"
"708" "Pachydactylus_otaviensis" "1.8"
"709" "Pachydactylus_caraculicus" "1.6"
"710" "Pachydactylus_punctatus" "1.7"
"711" "Pachydactylus_scherzi" "1.1"
"712" "Pachydactylus_parascutatus" "1.4"
"713" "Pachydactylus_scutatus" "2.4"
"714" "Pachydactylus_carinatus" "2.2"
"715" "Pachydactylus_griffini" "1.5"
"716" "Pachydactylus_etultra" "2"
"717" "Pachydactylus_kobosensis" "3.4"
"718" "Pachydactylus_reconditus" "2.1"
"719" "Pachydactylus_werneri" "3.2"
"720" "Pachydactylus_robertsi" "1.7"
"721" "Pachydactylus_monicae" "2.9"
"722" "Pachydactylus_mclachlani" "2.6"
"723" "Pachydactylus_weberi" "2.8"
"724" "Pachydactylus_fasciatus" "3.8"
"725" "Pachydactylus_tsodiloensis" "4.7"
"726" "Pachydactylus_waterbergensis" "2.7"
"727" "Pachydactylus_gaiasensis" "6.6"
"728" "Pachydactylus_oreophilus" "4"
"729" "Pachydactylus_goodi" "3.5"
"730" "Pachydactylus_katanganus" "4"
"731" "Pachydactylus_montanus" "1.9"
"732" "Pachydactylus_serval" "3.4"
"733" "Pachydactylus_purcelli" "2.9"
"734" "Pachydactylus_sansteynae" "2.5"
"735" "Pachydactylus_visseri" "2.6"
"736" "Pachydactylus_haackei" "12.2"
"737" "Pachydactylus_kladaroderma" "12.6"
"738" "Pachydactylus_namaquensis" "12.2"
"739" "Elasmodactylus_tuberculosus" "9.9"
"740" "Elasmodactylus_tetensis" "19.1"
"741" "Rhoptropus_afer" "3.7"
"742" "Rhoptropus_bradfieldi" "6.8"
"743" "Rhoptropus_diporus" "4.2"
"744" "Rhoptropus_barnardi" "2.7"
"745" "Rhoptropus_biporosus" "3.7"
"746" "Rhoptropus_boultoni" "8.3"
"747" "Rhoptropus_taeniostictus" "5.8"
"748" "Goggia_braacki" "1"
"749" "Goggia_essexi" "0.6"
"750" "Goggia_gemmula" "0.7"
"751" "Goggia_hewitti" "1.3"
"752" "Goggia_hexapora" "1.1"
"753" "Goggia_lineata" "0.8"
"754" "Goggia_microlepidota" "6.8"
"755" "Goggia_rupicola" "0.8"
"756" "Afrogecko_ansorgii" "2.1"
"757" "Afrogecko_porphyreus" "3"
"758" "Christinus_alexanderi" "7.1"
"759" "Christinus_marmoratus" "7.1"
"760" "Christinus_guentheri" "20.1"
"761" "Cryptactites_peringueyi" "0.6"
"762" "Ramigekko_swartbergensis" "9.3"
"763" "Matoatoa_brevipes" "1.5"
"764" "Matoatoa_spannringi" "4.2"
"765" "Kolekanos_plumicaudus" "2.4"
"766" "Paragehyra_gabriellae" "8.6"
"767" "Paragehyra_petiti" "6.4"
"768" "Ebenavia_inunguis" "1.7"
"769" "Ebenavia_maintimainty" "0.4"
"770" "Paroedura_androyensis" "2.4"
"771" "Paroedura_maingoka" "7.4"
"772" "Paroedura_picta" "15.3"
"773" "Paroedura_bastardi" "10.3"
"774" "Paroedura_ibityensis" "4.9"
"775" "Paroedura_tanjaka" "20.1"
"776" "Paroedura_gracilis" "6.3"
"777" "Paroedura_homalorhina" "8.3"
"778" "Paroedura_karstophila" "3.7"
"779" "Paroedura_oviceps" "6.8"
"780" "Paroedura_hordiesi" "4.2"
"781" "Paroedura_lohatsara" "10.5"
"782" "Paroedura_sanctijohannis" "10.3"
"783" "Paroedura_stumpffi" "8.6"
"784" "Paroedura_masobe" "23"
"785" "Paroedura_stellata" "5"
"786" "Paroedura_vahiny" "1.7"
"787" "Paroedura_vazimba" "2.8"
"788" "Urocotyledon_inexpectata" "1.5"
"789" "Urocotyledon_palmata" "4.2"
"790" "Urocotyledon_rasmusseni" "1.7"
"791" "Urocotyledon_weileri" "2.1"
"792" "Urocotyledon_wolterstorffi" "2.7"
"793" "Ailuronyx_seychellensis" "28.7"
"794" "Ailuronyx_trachygaster" "85.3"
"795" "Ailuronyx_tachyscopaeus" "12.2"
"796" "Calodactylodes_aureus" "13.8"
"797" "Calodactylodes_illingworthorum" "19.1"
"798" "Cnemaspis_africana" "4.9"
"799" "Cnemaspis_alantika" "2.4"
"800" "Cnemaspis_barbouri" "1.7"
"801" "Cnemaspis_dickersonae" "1.6"
"802" "Cnemaspis_dilepis" "0.8"
"803" "Cnemaspis_elgonensis" "2.8"
"804" "Cnemaspis_gigas" "7.1"
"805" "Cnemaspis_koehleri" "2.8"
"806" "Cnemaspis_occidentalis" "4"
"807" "Cnemaspis_petrodroma" "5.6"
"808" "Cnemaspis_quattuorseriata" "2.1"
"809" "Cnemaspis_spinicollis" "3.7"
"810" "Cnemaspis_uzungwae" "1.5"
"811" "Perochirus_ateles" "14.3"
"812" "Perochirus_guentheri" "7.4"
"813" "Perochirus_scutellatus" "41.1"
"814" "Narudasia_festiva" "0.8"
"815" "Ptenopus_carpi" "4.7"
"816" "Ptenopus_garrulus" "5.2"
"817" "Ptenopus_kochi" "5.8"
"818" "Uroplatus_alluaudi" "10.1"
"819" "Uroplatus_pietschmanni" "10.7"
"820" "Uroplatus_fimbriatus" "120.6"
"821" "Uroplatus_giganteus" "129.3"
"822" "Uroplatus_henkeli" "69.8"
"823" "Uroplatus_sameiti" "28.5"
"824" "Uroplatus_sikorae" "33.8"
"825" "Uroplatus_lineatus" "82.6"
"826" "Uroplatus_ebenaui" "7.1"
"827" "Uroplatus_finiavana" "5.9"
"828" "Uroplatus_phantasticus" "12.6"
"829" "Uroplatus_malama" "9.6"
"830" "Uroplatus_guentheri" "9.9"
"831" "Uroplatus_malahelo" "9.9"
"832" "Lygodactylus_angolensis" "1.1"
"833" "Lygodactylus_angularis" "2.2"
"834" "Lygodactylus_arnoulti" "1.2"
"835" "Lygodactylus_pauliani" "1.1"
"836" "Lygodactylus_blancae" "1.1"
"837" "Lygodactylus_bernardi" "1.5"
"838" "Lygodactylus_bivittis" "1.1"
"839" "Lygodactylus_blanci" "1.4"
"840" "Lygodactylus_bradfieldi" "0.7"
"841" "Lygodactylus_broadleyi" "0.3"
"842" "Lygodactylus_capensis" "1.9"
"843" "Lygodactylus_grotei" "0.9"
"844" "Lygodactylus_chobiensis" "2"
"845" "Lygodactylus_conradti" "1.4"
"846" "Lygodactylus_gravis" "1.7"
"847" "Lygodactylus_scheffleri" "1"
"848" "Lygodactylus_conraui" "1.5"
"849" "Lygodactylus_decaryi" "0.5"
"850" "Lygodactylus_depressus" "1.3"
"851" "Lygodactylus_expectatus" "0.8"
"852" "Lygodactylus_fischeri" "1.7"
"853" "Lygodactylus_grandisonae" "0.5"
"854" "Lygodactylus_graniticolus" "1.5"
"855" "Lygodactylus_methueni" "1.7"
"856" "Lygodactylus_nigropunctatus" "1.3"
"857" "Lygodactylus_waterbergensis" "1.5"
"858" "Lygodactylus_guibei" "1.5"
"859" "Lygodactylus_miops" "1"
"860" "Lygodactylus_gutturalis" "2.1"
"861" "Lygodactylus_heterurus" "0.5"
"862" "Lygodactylus_verticillatus" "1.1"
"863" "Lygodactylus_tolampyae" "1.1"
"864" "Lygodactylus_howelli" "0.5"
"865" "Lygodactylus_inexpectatus" "0.9"
"866" "Lygodactylus_insularis" "0.5"
"867" "Lygodactylus_intermedius" "0.8"
"868" "Lygodactylus_pictus" "1.6"
"869" "Lygodactylus_mirabilis" "0.6"
"870" "Lygodactylus_keniensis" "1.7"
"871" "Lygodactylus_kimhowelli" "1.1"
"872" "Lygodactylus_mombasicus" "1.4"
"873" "Lygodactylus_luteopicturatus" "1.9"
"874" "Lygodactylus_klemmeri" "0.6"
"875" "Lygodactylus_klugei" "1"
"876" "Lygodactylus_lawrencei" "1"
"877" "Lygodactylus_tuberosus" "1.3"
"878" "Lygodactylus_madagascariensis" "1.2"
"879" "Lygodactylus_manni" "0.5"
"880" "Lygodactylus_montanus" "1.3"
"881" "Lygodactylus_ocellatus" "1.3"
"882" "Lygodactylus_ornatus" "0.6"
"883" "Lygodactylus_rarus" "1.2"
"884" "Lygodactylus_regulus" "1.6"
"885" "Lygodactylus_rex" "3.7"
"886" "Lygodactylus_roavolana" "0.4"
"887" "Lygodactylus_scorteccii" "1"
"888" "Lygodactylus_somalicus" "0.9"
"889" "Lygodactylus_stevensoni" "1.5"
"890" "Lygodactylus_thomensis" "1.2"
"891" "Lygodactylus_wetzeli" "0.6"
"892" "Lygodactylus_williamsi" "1"
"893" "Rhoptropella_ocellata" "2.2"
"894" "Phelsuma_abbotti" "5.8"
"895" "Phelsuma_grandis" "30.1"
"896" "Phelsuma_parkeri" "6.8"
"897" "Phelsuma_kochi" "28.1"
"898" "Phelsuma_seippi" "3.7"
"899" "Phelsuma_madagascariensis" "31.6"
"900" "Phelsuma_guttata" "6.6"
"901" "Phelsuma_astriata" "4.7"
"902" "Phelsuma_sundbergi" "24.8"
"903" "Phelsuma_vanheygeni" "1.1"
"904" "Phelsuma_andamanense" "5.4"
"905" "Phelsuma_borai" "1.7"
"906" "Phelsuma_breviceps" "3.5"
"907" "Phelsuma_antanosy" "2.5"
"908" "Phelsuma_parva" "1.1"
"909" "Phelsuma_quadriocellata" "4.9"
"910" "Phelsuma_comorensis" "3.8"
"911" "Phelsuma_lineata" "5.8"
"912" "Phelsuma_hoeschi" "1.2"
"913" "Phelsuma_kely" "0.9"
"914" "Phelsuma_pusilla" "1.2"
"915" "Phelsuma_dorsivittata" "4"
"916" "Phelsuma_klemmeri" "1.9"
"917" "Phelsuma_laticauda" "5.8"
"918" "Phelsuma_roesleri" "1.3"
"919" "Phelsuma_pasteuri" "3.3"
"920" "Phelsuma_robertmertensi" "2.8"
"921" "Phelsuma_serraticauda" "6"
"922" "Phelsuma_berghofi" "4.2"
"923" "Phelsuma_malamakibo" "4.8"
"924" "Phelsuma_hielscheri" "8.1"
"925" "Phelsuma_flavigularis" "7.1"
"926" "Phelsuma_dubia" "7.1"
"927" "Phelsuma_ravenala" "4.9"
"928" "Phelsuma_modesta" "2.2"
"929" "Phelsuma_nigristriata" "2.1"
"930" "Phelsuma_gouldi" "2.1"
"931" "Phelsuma_mutabilis" "2.8"
"932" "Phelsuma_masohoala" "2.4"
"933" "Phelsuma_borbonica" "8"
"934" "Phelsuma_cepediana" "4.7"
"935" "Phelsuma_rosagularis" "6.8"
"936" "Phelsuma_guimbeaui" "7.1"
"937" "Phelsuma_inexpectata" "4.2"
"938" "Phelsuma_ornata" "3.8"
"939" "Phelsuma_guentheri" "69.8"
"940" "Phelsuma_edwardnewtoni" "23.6"
"941" "Phelsuma_gigas" "164.1"
"942" "Phelsuma_standingi" "15.6"
"943" "Phelsuma_barbouri" "5.6"
"944" "Phelsuma_pronki" "2.8"
"945" "Dixonius_aaronbaueri" "1.4"
"946" "Dixonius_hangseesom" "1.8"
"947" "Dixonius_melanostictus" "2.8"
"948" "Dixonius_siamensis" "4"
"949" "Dixonius_vietnamensis" "2.3"
"950" "Heteronotia_atra" "5.2"
"951" "Heteronotia_binoei" "3.7"
"952" "Heteronotia_fasciolatus" "4"
"953" "Heteronotia_spelea" "3.8"
"954" "Heteronotia_planiceps" "2.8"
"955" "Nactus_acutus" "1.2"
"956" "Nactus_cheverti" "4"
"957" "Nactus_galgajuga" "2.8"
"958" "Nactus_coindemirensis" "0.9"
"959" "Nactus_eboracensis" "4.2"
"960" "Nactus_kunan" "4"
"961" "Nactus_multicarinatus" "5.3"
"962" "Nactus_pelagicus" "10.3"
"963" "Nactus_serpensinsula" "5.8"
"964" "Nactus_soniae" "2.1"
"965" "Nactus_sphaerodactylodes" "0.5"
"966" "Nactus_vankampeni" "0.9"
"967" "Gehyra_angusticaudata" "4"
"968" "Gehyra_australis" "10.7"
"969" "Gehyra_baliola" "21.8"
"970" "Gehyra_barea" "21.9"
"971" "Gehyra_borroloola" "6.8"
"972" "Gehyra_koira" "17"
"973" "Gehyra_brevipalmata" "13.8"
"974" "Gehyra_butleri" "5.6"
"975" "Gehyra_catenata" "3.7"
"976" "Gehyra_dubia" "10.3"
"977" "Gehyra_fehlmanni" "3"
"978" "Gehyra_fenestra" "5.8"
"979" "Gehyra_georgpotthasti" "50.2"
"980" "Gehyra_interstitialis" "15.6"
"981" "Gehyra_kimberleyi" "1.5"
"982" "Gehyra_lacerata" "4.4"
"983" "Gehyra_lazelli" "4.4"
"984" "Gehyra_leopoldi" "2"
"985" "Gehyra_marginata" "50.2"
"986" "Gehyra_membranacruralis" "40.2"
"987" "Gehyra_minuta" "2.7"
"988" "Gehyra_montium" "3"
"989" "Gehyra_moritzi" "2.7"
"990" "Gehyra_multiporosa" "3.7"
"991" "Gehyra_nana" "3.5"
"992" "Gehyra_occidentalis" "8.9"
"993" "Gehyra_oceanica" "60.6"
"994" "Gehyra_pamela" "7.1"
"995" "Gehyra_papuana" "18.5"
"996" "Gehyra_pilbara" "6.1"
"997" "Gehyra_pulingka" "2.7"
"998" "Gehyra_purpurascens" "5.6"
"999" "Gehyra_variegata" "7.4"
"1000" "Gehyra_robusta" "8.6"
"1001" "Gehyra_serraticauda" "31.6"
"1002" "Gehyra_spheniscus" "2.2"
"1003" "Gehyra_versicolor" "3.5"
"1004" "Gehyra_vorax" "109"
"1005" "Gehyra_xenopus" "9.9"
"1006" "Hemiphyllodactylus_aurantiacus" "1.3"
"1007" "Hemiphyllodactylus_banaensis" "3"
"1008" "Hemiphyllodactylus_chiangmaiensis" "1.6"
"1009" "Hemiphyllodactylus_engganoensis" "1.3"
"1010" "Hemiphyllodactylus_ganoklonis" "1"
"1011" "Hemiphyllodactylus_harterti" "1.7"
"1012" "Hemiphyllodactylus_insularis" "1.3"
"1013" "Hemiphyllodactylus_typus" "4.7"
"1014" "Hemiphyllodactylus_kiziriani" "1.6"
"1015" "Hemiphyllodactylus_larutensis" "3.2"
"1016" "Hemiphyllodactylus_tehtarik" "1.6"
"1017" "Hemiphyllodactylus_margarethae" "2.4"
"1018" "Hemiphyllodactylus_titiwangsaensis" "5.1"
"1019" "Hemiphyllodactylus_yunnanensis" "3.5"
"1020" "Hemiphyllodactylus_zugi" "2.3"
"1021" "Gekko_adleri" "8.7"
"1022" "Gekko_palmatus" "10.2"
"1023" "Gekko_albofasciolatus" "76"
"1024" "Gekko_athymus" "31.6"
"1025" "Gekko_auriverrucosus" "6.8"
"1026" "Gekko_badenii" "48.3"
"1027" "Gekko_canaensis" "23.9"
"1028" "Gekko_canhi" "18.7"
"1029" "Gekko_carusadensis" "17.6"
"1030" "Gekko_chinensis" "10.3"
"1031" "Gekko_coi" "11.8"
"1032" "Gekko_romblon" "13.9"
"1033" "Gekko_crombota" "30.1"
"1034" "Gekko_ernstkelleri" "15.2"
"1035" "Gekko_gecko" "129.3"
"1036" "Gekko_gigante" "21.7"
"1037" "Gekko_grossmanni" "14.3"
"1038" "Gekko_hokouensis" "12.2"
"1039" "Gekko_japonicus" "12.1"
"1040" "Gekko_kikuchii" "10.3"
"1041" "Gekko_lauhachindai" "18"
"1042" "Gekko_melli" "12"
"1043" "Gekko_mindorensis" "13.5"
"1044" "Gekko_monarchus" "20.1"
"1045" "Gekko_nutaphandi" "29.3"
"1046" "Gekko_palawanensis" "6"
"1047" "Gekko_petricolus" "19.6"
"1048" "Gekko_porosus" "17.4"
"1049" "Gekko_rossi" "23.7"
"1050" "Gekko_reevesii" "86.6"
"1051" "Gekko_remotus" "29.8"
"1052" "Gekko_russelltraini" "11.4"
"1053" "Gekko_scabridus" "9.3"
"1054" "Gekko_scientiadventura" "8"
"1055" "Gekko_shibatai" "8.6"
"1056" "Gekko_similignum" "4.4"
"1057" "Gekko_smithii" "113.9"
"1058" "Gekko_subpalmatus" "7.7"
"1059" "Gekko_swinhonis" "8.3"
"1060" "Gekko_taibaiensis" "7.1"
"1061" "Gekko_takouensis" "23"
"1062" "Gekko_tawaensis" "7.4"
"1063" "Gekko_taylori" "58.4"
"1064" "Gekko_truongi" "17"
"1065" "Gekko_verreauxi" "64"
"1066" "Gekko_vertebralis" "7.5"
"1067" "Gekko_vietnamensis" "14.7"
"1068" "Gekko_vittatus" "48.3"
"1069" "Gekko_wenxianensis" "4.4"
"1070" "Gekko_yakuensis" "7.7"
"1071" "Lepidodactylus_aureolineatus" "2"
"1072" "Lepidodactylus_balioburius" "1.4"
"1073" "Lepidodactylus_browni" "2.4"
"1074" "Lepidodactylus_buleli" "1.3"
"1075" "Lepidodactylus_christiani" "2.2"
"1076" "Lepidodactylus_euaensis" "2.8"
"1077" "Lepidodactylus_flaviocularis" "2.7"
"1078" "Lepidodactylus_gardineri" "3.4"
"1079" "Lepidodactylus_guppyi" "3.6"
"1080" "Lepidodactylus_vanuatuensis" "2.4"
"1081" "Lepidodactylus_herrei" "3.7"
"1082" "Lepidodactylus_intermedius" "1.7"
"1083" "Lepidodactylus_listeri" "3.1"
"1084" "Lepidodactylus_lugubris" "3"
"1085" "Lepidodactylus_moestus" "1.6"
"1086" "Lepidodactylus_lombocensis" "1.4"
"1087" "Lepidodactylus_magnus" "7.4"
"1088" "Lepidodactylus_manni" "2.5"
"1089" "Lepidodactylus_mutahi" "3.9"
"1090" "Lepidodactylus_novaeguineae" "2.1"
"1091" "Lepidodactylus_oligoporus" "2.5"
"1092" "Lepidodactylus_oortii" "4"
"1093" "Lepidodactylus_orientalis" "1.9"
"1094" "Lepidodactylus_paurolepis" "1.5"
"1095" "Lepidodactylus_planicaudus" "1.7"
"1096" "Lepidodactylus_pulcher" "3.7"
"1097" "Lepidodactylus_pumilus" "2.5"
"1098" "Lepidodactylus_ranauensis" "2.5"
"1099" "Lepidodactylus_shebae" "1.2"
"1100" "Lepidodactylus_tepukapili" "2.9"
"1101" "Lepidodactylus_woodfordi" "1.6"
"1102" "Lepidodactylus_yami" "1.7"
"1103" "Luperosaurus_angliit" "5.7"
"1104" "Luperosaurus_macgregori" "4.4"
"1105" "Luperosaurus_brooksii" "4.3"
"1106" "Luperosaurus_browni" "6.2"
"1107" "Luperosaurus_corfieldi" "16.6"
"1108" "Luperosaurus_cumingii" "12.8"
"1109" "Luperosaurus_gulat" "10.8"
"1110" "Luperosaurus_iskandari" "7"
"1111" "Luperosaurus_joloensis" "1.1"
"1112" "Luperosaurus_kubli" "22.1"
"1113" "Luperosaurus_palawanensis" "3.1"
"1114" "Luperosaurus_sorok" "1"
"1115" "Luperosaurus_yasumai" "1.4"
"1116" "Pseudogekko_brevipes" "3.5"
"1117" "Pseudogekko_smaragdinus" "5.6"
"1118" "Ptychozoon_horsfieldii" "17"
"1119" "Ptychozoon_intermedium" "19"
"1120" "Ptychozoon_kaengkrachanense" "12.6"
"1121" "Ptychozoon_nicobarensis" "19.2"
"1122" "Ptychozoon_trinotaterra" "19.1"
"1123" "Ptychozoon_rhacophorus" "8.6"
"1124" "Agamura_persica" "9.3"
"1125" "Bunopus_blanfordii" "5.1"
"1126" "Bunopus_crassicauda" "3.6"
"1127" "Crossobamon_eversmanni" "7.1"
"1128" "Crossobamon_orientalis" "3.9"
"1129" "Bunopus_tuberculatus" "5.1"
"1130" "Cyrtopodion_agamuroides" "2.8"
"1131" "Cyrtopodion_aravallensis" "3"
"1132" "Cyrtopodion_baigii" "2.3"
"1133" "Cyrtopodion_belaense" "1.6"
"1134" "Cyrtopodion_brevipes" "2"
"1135" "Cyrtopodion_dattanense" "5.1"
"1136" "Cyrtopodion_fortmunroi" "2.8"
"1137" "Cyrtopodion_gastrophole" "2.8"
"1138" "Cyrtopodion_golubevi" "4.4"
"1139" "Cyrtopodion_hormozganum" "2.2"
"1140" "Cyrtopodion_indusoani" "3.5"
"1141" "Cyrtopodion_kachhense" "3.3"
"1142" "Cyrtopodion_sistanense" "4"
"1143" "Cyrtopodion_kiabii" "2.4"
"1144" "Cyrtopodion_kirmanense" "3"
"1145" "Cyrtopodion_kohsulaimanai" "4.4"
"1146" "Cyrtopodion_mansarulus" "3.27"
"1147" "Cyrtopodion_rohtasfortai" "3.3"
"1148" "Cyrtopodion_medogense" "1.3"
"1149" "Cyrtopodion_montiumsalsorum" "2.4"
"1150" "Cyrtopodion_persepolense" "3"
"1151" "Cyrtopodion_potoharense" "3.1"
"1152" "Cyrtopodion_rhodocauda" "5.6"
"1153" "Cyrtopodion_scabrum" "5.8"
"1154" "Cyrtopodion_watsoni" "3.5"
"1155" "Tenuidactylus_bogdanovi" "7.7"
"1156" "Tenuidactylus_caspius" "10.3"
"1157" "Tenuidactylus_dadunensis" "3.5"
"1158" "Tenuidactylus_fedtschenkoi" "9.3"
"1159" "Tenuidactylus_longipes" "6.8"
"1160" "Tenuidactylus_turcmenicus" "10.3"
"1161" "Tenuidactylus_voraginosus" "5.7"
"1162" "Tenuidactylus_elongatus" "4"
"1163" "Rhinogecko_femoralis" "5.1"
"1164" "Rhinogecko_misonnei" "10.7"
"1165" "Altiphylax_levitoni" "2.1"
"1166" "Mediodactylus_amictopholis" "2.5"
"1167" "Mediodactylus_aspratilis" "0.5"
"1168" "Mediodactylus_heterocercus" "3.1"
"1169" "Mediodactylus_heteropholis" "1.6"
"1170" "Mediodactylus_ilamensis" "1.2"
"1171" "Mediodactylus_kotschyi" "3.8"
"1172" "Mediodactylus_narynensis" "3.6"
"1173" "Mediodactylus_russowii" "3.3"
"1174" "Mediodactylus_spinicauda" "2.5"
"1175" "Mediodactylus_sagittifer" "0.9"
"1176" "Mediodactylus_stevenandersoni" "1.2"
"1177" "Mediodactylus_walli" "5"
"1178" "Mediodactylus_brachykolon" "3"
"1179" "Pseudoceramodactylus_khobarensis" "6.8"
"1180" "Tropiocolotes_algericus" "1.2"
"1181" "Tropiocolotes_tripolitanus" "1.2"
"1182" "Stenodactylus_affinis" "4.7"
"1183" "Stenodactylus_slevini" "13.4"
"1184" "Stenodactylus_grandiceps" "3.7"
"1185" "Stenodactylus_doriae" "11.4"
"1186" "Stenodactylus_leptocosymbotes" "10.3"
"1187" "Stenodactylus_mauritanicus" "0.6"
"1188" "Stenodactylus_sthenodactylus" "4.7"
"1189" "Stenodactylus_yemenensis" "4.7"
"1190" "Stenodactylus_petrii" "7.4"
"1191" "Stenodactylus_stenurus" "3.9"
"1192" "Stenodactylus_sharqiyahensis" "1"
"1193" "Stenodactylus_pulcher" "2.8"
"1194" "Tropiocolotes_bisharicus" "0.8"
"1195" "Tropiocolotes_nattereri" "0.7"
"1196" "Tropiocolotes_naybandensis" "0.8"
"1197" "Tropiocolotes_nubicus" "0.7"
"1198" "Tropiocolotes_steudneri" "1"
"1199" "Tropiocolotes_somalicus" "0.6"
"1200" "Tropiocolotes_wolfgangboehmei" "0.6"
"1201" "Altiphylax_baturensis" "4.3"
"1202" "Altiphylax_mintoni" "1.5"
"1203" "Altiphylax_yarkandensis" "3.7"
"1204" "Altiphylax_tokobajevi" "2.7"
"1205" "Cyrtodactylus_aaroni" "19.3"
"1206" "Cyrtodactylus_adleri" "6.7"
"1207" "Cyrtodactylus_adorus" "33.8"
"1208" "Cyrtodactylus_pronarus" "41.5"
"1209" "Cyrtodactylus_aequalis" "14.3"
"1210" "Cyrtodactylus_agusanensis" "22.4"
"1211" "Cyrtodactylus_philippinicus" "17.8"
"1212" "Cyrtodactylus_pubisulcus" "9.3"
"1213" "Cyrtodactylus_albofasciatus" "9"
"1214" "Cyrtodactylus_deccanensis" "12.2"
"1215" "Cyrtodactylus_angularis" "16.6"
"1216" "Cyrtodactylus_chanhomeae" "9.9"
"1217" "Cyrtodactylus_annandalei" "3.7"
"1218" "Cyrtodactylus_feae" "2.4"
"1219" "Cyrtodactylus_annulatus" "10.5"
"1220" "Cyrtodactylus_jambangan" "10.8"
"1221" "Cyrtodactylus_tautbatorum" "6.8"
"1222" "Cyrtodactylus_arcanus" "15.1"
