"Species3" "Mass"
"6005" "Pitta_elegans" 56.6
"6006" "Pitta_elliotii" 91
"6007" "Pitta_erythrogaster" 72.39
"6008" "Pitta_granatina" 61.5
"6009" "Pitta_guajana" 81.5
"6010" "Pitta_gurneyi" 60.5
"6011" "Pitta_iris" 62.19
"6012" "Pitta_kochi" 116
"6013" "Pitta_maxima" 190
"6014" "Pitta_megarhyncha" 106
"6015" "Pitta_moluccensis" 76
"6016" "Pitta_nipalensis" 124
"6017" "Pitta_nympha" 88.28
"6018" "Pitta_oatesi" 120
"6019" "Pitta_phayrei" 100
"6020" "Pitta_reichenowi" 62.7
"6021" "Pitta_schneideri" 109
"6022" "Pitta_sordida" 64.5
"6023" "Pitta_soror" 114
"6024" "Pitta_steerii" 94.8
"6025" "Pitta_superba" 115
"6026" "Pitta_ussheri" 55.34
"6027" "Pitta_venusta" 61.5
"6028" "Pitta_versicolor" 88.94
"6029" "Pityriasis_gymnocephala" 128.53
"6030" "Batis_capensis" 11.74
"6031" "Batis_crypta" 12.2
"6032" "Batis_diops" 12.7
"6033" "Batis_fratrum" 11.94
"6034" "Batis_ituriensis" 10.66
"6035" "Batis_margaritae" 11.7
"6036" "Batis_minima" 10
"6037" "Batis_minor" 12.5
"6038" "Batis_minulla" 9.9
"6039" "Batis_mixta" 12.2
"6040" "Batis_molitor" 11.64
"6041" "Batis_occulta" 9
"6042" "Batis_orientalis" 11.1
"6043" "Batis_perkeo" 6.94
"6044" "Batis_poensis" 9.6
"6045" "Batis_pririt" 9.34
"6046" "Batis_senegalensis" 9.64
"6047" "Batis_soror" 9.5
"6048" "Bias_musicus" 21.9
"6049" "Lanioturdus_torquatus" 29
"6050" "Megabyas_flammulatus" 27.96
"6051" "Platysteira_albifrons" 12.2
"6052" "Platysteira_blissetti" 11
"6053" "Platysteira_castanea" 14.09
"6054" "Platysteira_chalybea" 11
"6055" "Platysteira_concreta" 11.4
"6056" "Platysteira_cyanea" 14.6
"6057" "Platysteira_jamesoni" 11
"6058" "Platysteira_laticincta" 13.7
"6059" "Platysteira_peltata" 13.7
"6060" "Platysteira_tonsa" 11.5
"6061" "Amblyospiza_albifrons" 41.59
"6062" "Anaplectes_rubriceps" 22.57
"6063" "Brachycope_anomala" 25.3
"6064" "Bubalornis_albirostris" 61.9
"6065" "Bubalornis_niger" 76.18
"6066" "Dinemellia_dinemelli" 63.89
"6067" "Euplectes_afer" 14.29
"6068" "Euplectes_albonotatus" 21.05
"6069" "Euplectes_ardens" 19.02
"6070" "Euplectes_aureus" 25
"6071" "Euplectes_axillaris" 25.12
"6072" "Euplectes_capensis" 30.51
"6073" "Euplectes_diadematus" 13.9
"6074" "Euplectes_franciscanus" 16
"6075" "Euplectes_gierowii" 28.27
"6076" "Euplectes_hartlaubi" 35.5
"6077" "Euplectes_hordeaceus" 19.37
"6078" "Euplectes_jacksoni" 37.03
"6079" "Euplectes_macroura" 21.66
"6080" "Euplectes_nigroventris" 12.5
"6081" "Euplectes_orix" 22.97
"6082" "Euplectes_progne" 35.1
"6083" "Euplectes_psammocromius" 35.5
"6084" "Foudia_eminentissima" 24.51
"6085" "Foudia_flavicans" 15.34
"6086" "Foudia_madagascariensis" 16.59
"6087" "Foudia_omissa" 18.9
"6088" "Foudia_rubra" 17.7
"6089" "Foudia_sechellarum" 17.1
"6090" "Malimbus_ballmanni" 63
"6091" "Malimbus_cassini" 35
"6092" "Malimbus_coronatus" 32
"6093" "Malimbus_erythrogaster" 45
"6094" "Malimbus_ibadanensis" 38.78
"6095" "Malimbus_malimbicus" 36.1
"6096" "Malimbus_nitens" 37.83
"6097" "Malimbus_racheliae" 26
"6098" "Malimbus_rubricollis" 42.2
"6099" "Malimbus_scutatus" 30
"6100" "Ploceus_albinucha" 27.2
"6101" "Ploceus_alienus" 22.2
"6102" "Ploceus_angolensis" 26.64
"6103" "Ploceus_aurantius" 23
"6104" "Ploceus_aureonucha" 26.64
"6105" "Ploceus_badius" 22
"6106" "Ploceus_baglafecht" 31.6
"6107" "Ploceus_bannermani" 30.8
"6108" "Ploceus_batesi" 26.64
"6109" "Ploceus_benghalensis" 19.8
"6110" "Ploceus_bertrandi" 39.03
"6111" "Ploceus_bicolor" 34.54
"6112" "Ploceus_bojeri" 22.41
"6113" "Ploceus_burnieri" 18.03
"6114" "Ploceus_capensis" 43.99
"6115" "Ploceus_castaneiceps" 18.5
"6116" "Ploceus_castanops" 21.4
"6117" "Ploceus_cucullatus" 36.08
"6118" "Ploceus_dichrocephalus" 18.5
"6119" "Ploceus_dorsomaculatus" 26.64
"6120" "Ploceus_flavipes" 46.31
"6121" "Ploceus_galbula" 21.72
"6122" "Ploceus_golandi" 23.52
"6123" "Ploceus_grandis" 63.48
"6124" "Ploceus_heuglini" 22.8
"6125" "Ploceus_hypoxanthus" 18.6
"6126" "Ploceus_insignis" 27.5
"6127" "Ploceus_intermedius" 20.58
"6128" "Ploceus_jacksoni" 23.39
"6129" "Ploceus_katangae" 18.5
"6130" "Ploceus_luteolus" 15.1
"6131" "Ploceus_manyar" 17.4
"6132" "Ploceus_megarhynchus" 34.31
"6133" "Ploceus_melanocephalus" 23.02
"6134" "Ploceus_melanogaster" 22.4
"6135" "Ploceus_nelicourvi" 23.8
"6136" "Ploceus_nicolli" 29.83
"6137" "Ploceus_nigerrimus" 34.26
"6138" "Ploceus_nigricollis" 27.1
"6139" "Ploceus_nigrimentus" 26.64
"6140" "Ploceus_ocularis" 25.2
"6141" "Ploceus_olivaceiceps" 20.79
"6142" "Ploceus_pelzelni" 12.65
"6143" "Ploceus_philippinus" 28.2
"6144" "Ploceus_preussi" 31.6
"6145" "Ploceus_princeps" 31.2
"6146" "Ploceus_reichardi" 26.64
"6147" "Ploceus_rubiginosus" 29.99
"6148" "Ploceus_ruweti" 17
"6149" "Ploceus_sakalava" 23.8
"6150" "Ploceus_sanctithomae" 22
"6151" "Ploceus_spekei" 35.06
"6152" "Ploceus_spekeoides" 26.64
"6153" "Ploceus_subaureus" 30.39
"6154" "Ploceus_subpersonatus" 22.5
"6155" "Ploceus_superciliosus" 21.4
"6156" "Ploceus_taeniopterus" 17.56
"6157" "Ploceus_temporalis" 35.8
"6158" "Ploceus_tricolor" 36.8
"6159" "Ploceus_velatus" 30.94
"6160" "Ploceus_vitellinus" 20
"6161" "Ploceus_weynsi" 29.04
"6162" "Ploceus_xanthops" 40.64
"6163" "Ploceus_xanthopterus" 21.95
"6164" "Quelea_cardinalis" 12.69
"6165" "Quelea_erythrops" 19.32
"6166" "Quelea_quelea" 18.59
"6167" "Microbates_cinereiventris" 11.9
"6168" "Microbates_collaris" 10.2
"6169" "Polioptila_albiloris" 6.26
"6170" "Polioptila_caerulea" 5.8
"6171" "Polioptila_californica" 5.82
"6172" "Polioptila_clementsi" 5.6
"6173" "Polioptila_dumicola" 7
"6174" "Polioptila_guianensis" 5.96
"6175" "Polioptila_lactea" 6.5
"6176" "Polioptila_lembeyei" 5
"6177" "Polioptila_melanura" 5.2
"6178" "Polioptila_nigriceps" 5.6
"6179" "Polioptila_plumbea" 6.4
"6180" "Polioptila_schistaceigula" 6
"6181" "Ramphocaenus_melanurus" 9.7
"6182" "Pomatostomus_halli" 41.8
"6183" "Pomatostomus_isidorei" 70
"6184" "Pomatostomus_ruficeps" 57.8
"6185" "Pomatostomus_superciliosus" 41.53
"6186" "Pomatostomus_temporalis" 74.99
"6187" "Promerops_cafer" 34.74
"6188" "Promerops_gurneyi" 34.91
"6189" "Prunella_atrogularis" 18.5
"6190" "Prunella_collaris" 38.61
"6191" "Prunella_fagani" 21.9
"6192" "Prunella_fulvescens" 18.9
"6193" "Prunella_himalayana" 25.7
"6194" "Prunella_immaculata" 20.7
"6195" "Prunella_koslowi" 17.5
"6196" "Prunella_modularis" 20.24
"6197" "Prunella_montanella" 17
"6198" "Prunella_ocularis" 22.5
"6199" "Prunella_rubeculoides" 23.91
"6200" "Prunella_rubida" 16.7
"6201" "Prunella_strophiata" 18.08
"6202" "Ailuroedus_buccoides" 138
"6203" "Ailuroedus_crassirostris" 205.32
"6204" "Ailuroedus_melanotis" 176.89
"6205" "Amblyornis_flavifrons" 120
"6206" "Amblyornis_inornata" 124
"6207" "Amblyornis_macgregoriae" 117.47
"6208" "Amblyornis_subalaris" 108.88
"6209" "Archboldia_papuensis" 177.6
"6210" "Chlamydera_cerviniventris" 156.4
"6211" "Chlamydera_guttata" 135.98
"6212" "Chlamydera_lauterbachi" 123.2
"6213" "Chlamydera_maculata" 139.99
"6214" "Chlamydera_nuchalis" 200.43
"6215" "Prionodura_newtoniana" 78.3
"6216" "Ptilonorhynchus_violaceus" 218.91
"6217" "Scenopoeetes_dentirostris" 163.4
"6218" "Sericulus_aureus" 172
"6219" "Sericulus_bakeri" 176.46
"6220" "Sericulus_chrysocephalus" 99.49
"6221" "Alophoixus_affinis" 40.5
"6222" "Alophoixus_bres" 35.31
"6223" "Alophoixus_finschii" 24.2
"6224" "Alophoixus_flaveolus" 48.3
"6225" "Alophoixus_ochraceus" 41.45
"6226" "Alophoixus_pallidus" 46
"6227" "Alophoixus_phaeocephalus" 32
"6228" "Andropadus_ansorgei" 18.7
"6229" "Andropadus_curvirostris" 24.9
"6230" "Andropadus_gracilirostris" 31.24
"6231" "Andropadus_gracilis" 21.63
"6232" "Andropadus_importunus" 27.4
"6233" "Andropadus_latirostris" 26.2
"6234" "Andropadus_masukuensis" 26.8
"6235" "Andropadus_milanjensis" 37.38
"6236" "Andropadus_montanus" 32.6
"6237" "Andropadus_nigriceps" 34.5
"6238" "Andropadus_tephrolaemus" 38.3
"6239" "Andropadus_virens" 26.56
"6240" "Baeopogon_clamans" 45.8
"6241" "Baeopogon_indicator" 45.8
"6242" "Bleda_canicapillus" 41.3
"6243" "Bleda_eximius" 35.7
"6244" "Bleda_notatus" 35.7
"6245" "Bleda_syndactylus" 46.14
"6246" "Calyptocichla_serina" 38.73
"6247" "Chlorocichla_falkensteini" 31.7
"6248" "Chlorocichla_flavicollis" 48.72
"6249" "Chlorocichla_flaviventris" 39.36
"6250" "Chlorocichla_laetissima" 50.2
"6251" "Chlorocichla_prigoginei" 45.26
"6252" "Chlorocichla_simplex" 46.43
"6253" "Criniger_barbatus" 42.56
"6254" "Criniger_calurus" 37.72
"6255" "Criniger_chloronotus" 45
"6256" "Criniger_ndussumensis" 23
"6257" "Criniger_olivaceus" 28.1
"6258" "Hemixos_castanonotus" 35.3
"6259" "Hemixos_flavala" 32.5
"6260" "Hypsipetes_borbonicus" 55.3
"6261" "Hypsipetes_crassirostris" 79.5
"6262" "Hypsipetes_leucocephalus" 51.8
"6263" "Hypsipetes_madagascariensis" 45.99
"6264" "Hypsipetes_mcclellandii" 32.5
"6265" "Hypsipetes_nicobariensis" 36
"6266" "Hypsipetes_olivaceus" 74.99
"6267" "Hypsipetes_parvirostris" 59.44
"6268" "Hypsipetes_thompsoni" 41.8
"6269" "Hypsipetes_virescens" 32.5
"6270" "Iole_indica" 30.6
"6271" "Iole_olivacea" 24
"6272" "Iole_propinqua" 25.9
"6273" "Iole_virescens" 25.9
"6274" "Ixonotus_guttatus" 35.2
"6275" "Ixos_amaurotis" 70.89
"6276" "Ixos_everetti" 58.3
"6277" "Ixos_malaccensis" 37.3
"6278" "Ixos_palawanensis" 26.8
"6279" "Ixos_philippinus" 38.6
"6280" "Ixos_rufigularis" 58.7
"6281" "Ixos_siquijorensis" 38.6
"6282" "Neolestes_torquatus" 22.48
"6283" "Nicator_chloris" 46.1
"6284" "Nicator_gularis" 45.58
"6285" "Nicator_vireo" 23.6
"6286" "Phyllastrephus_albigularis" 24.54
"6287" "Phyllastrephus_baumanni" 27.46
"6288" "Phyllastrephus_cabanisi" 34.4
"6289" "Phyllastrephus_cerviniventris" 27
"6290" "Phyllastrephus_debilis" 14.31
"6291" "Phyllastrephus_fischeri" 27.01
"6292" "Phyllastrephus_flavostriatus" 28.3
"6293" "Phyllastrephus_fulviventris" 33.31
"6294" "Phyllastrephus_hypochloris" 23.13
"6295" "Phyllastrephus_icterinus" 18.9
"6296" "Phyllastrephus_leucolepis" 26.27
"6297" "Phyllastrephus_lorenzi" 19
"6298" "Phyllastrephus_poensis" 28.9
"6299" "Phyllastrephus_poliocephalus" 53
"6300" "Phyllastrephus_strepitans" 27.1
"6301" "Phyllastrephus_terrestris" 31.08
"6302" "Phyllastrephus_xavieri" 22.64
"6303" "Pycnonotus_atriceps" 25.5
"6304" "Pycnonotus_aurigaster" 44.33
"6305" "Pycnonotus_barbatus" 32.1
"6306" "Pycnonotus_bimaculatus" 30
"6307" "Pycnonotus_blanfordi" 33.4
"6308" "Pycnonotus_brunneus" 28.8
"6309" "Pycnonotus_cafer" 42.85
"6310" "Pycnonotus_capensis" 38.6
"6311" "Pycnonotus_cyaniventris" 22
"6312" "Pycnonotus_erythropthalmos" 19.2
"6313" "Pycnonotus_eutilotus" 35.3
"6314" "Pycnonotus_finlaysoni" 26.3
"6315" "Pycnonotus_flavescens" 28.9
"6316" "Pycnonotus_goiavier" 27.8
"6317" "Pycnonotus_hualon" 37
"6318" "Pycnonotus_jocosus" 29.47
"6319" "Pycnonotus_leucogenys" 35.94
"6320" "Pycnonotus_leucogrammicus" 33.46
"6321" "Pycnonotus_leucotis" 27.12
"6322" "Pycnonotus_luteolus" 34.7
"6323" "Pycnonotus_melanicterus" 29.3
"6324" "Pycnonotus_melanoleucos" 31
"6325" "Pycnonotus_nieuwenhuisii" 25.5
"6326" "Pycnonotus_nigricans" 30.8
"6327" "Pycnonotus_penicillatus" 36.5
"6328" "Pycnonotus_plumosus" 34.85
"6329" "Pycnonotus_priocephalus" 25.5
"6330" "Pycnonotus_simplex" 25.1
"6331" "Pycnonotus_sinensis" 34.2
"6332" "Pycnonotus_squamatus" 22
"6333" "Pycnonotus_striatus" 51.96
"6334" "Pycnonotus_taivanus" 26.11
"6335" "Pycnonotus_tympanistrigus" 33.46
"6336" "Pycnonotus_urostictus" 24.8
"6337" "Pycnonotus_xantholaemus" 28.1
"6338" "Pycnonotus_xanthopygos" 37.64
"6339" "Pycnonotus_xanthorrhous" 26.9
"6340" "Pycnonotus_zeylanicus" 86.25
"6341" "Pyrrhurus_scandens" 43.82
"6342" "Setornis_criniger" 29.5
"6343" "Spizixos_canifrons" 44
"6344" "Spizixos_semitorques" 39
"6345" "Thescelocichla_leucopleura" 62.1
"6346" "Tricholestes_criniger" 17.1
"6347" "Regulus_calendula" 6.19
"6348" "Regulus_goodfellowi" 4.1
"6349" "Regulus_ignicapilla" 5.6
"6350" "Regulus_madeirensis" 5.6
"6351" "Regulus_regulus" 5.54
"6352" "Regulus_satrapa" 6.19
"6353" "Anthoscopus_caroli" 6.9
"6354" "Anthoscopus_flavifrons" 8
"6355" "Anthoscopus_minutus" 6.6
"6356" "Anthoscopus_musculus" 5.2
"6357" "Anthoscopus_parvulus" 5.8
"6358" "Anthoscopus_punctifrons" 7
"6359" "Auriparus_flaviceps" 6.8
"6360" "Cephalopyrus_flammiceps" 7
"6361" "Pholidornis_rushiae" 6
"6362" "Remiz_consobrinus" 9.1
"6363" "Remiz_coronatus" 6.9
"6364" "Remiz_macronyx" 10.1
"6365" "Remiz_pendulinus" 9.3
"6366" "Rhabdornis_grandis" 45.5
"6367" "Rhabdornis_inornatus" 39.1
"6368" "Rhabdornis_mystacalis" 25.6
"6369" "Acropternis_orthonyx" 89.86
"6370" "Eleoscytalopus_indigoticus" 16.15
"6371" "Eleoscytalopus_psychopompus" 17.8
"6372" "Eugralla_paradoxa" 44
"6373" "Liosceles_thoracicus" 40.47
"6374" "Melanopareia_elegans" 16
"6375" "Melanopareia_maranonica" 23
"6376" "Melanopareia_maximiliani" 18
"6377" "Melanopareia_torquata" 17.2
"6378" "Merulaxis_ater" 35.03
"6379" "Merulaxis_stresemanni" 35
"6380" "Myornis_senilis" 21.2
"6381" "Psilorhamphus_guttatus" 11.3
"6382" "Pteroptochos_castaneus" 160.58
"6383" "Pteroptochos_megapodius" 114
"6384" "Pteroptochos_tarnii" 147
"6385" "Rhinocrypta_lanceolata" 61.9
"6386" "Scelorchilus_albicollis" 47.28
"6387" "Scelorchilus_rubecula" 56.69
"6388" "Scytalopus_acutirostris" 18.06
"6389" "Scytalopus_affinis" 13.12
"6390" "Scytalopus_altirostris" 19.5
"6391" "Scytalopus_argentifrons" 17
"6392" "Scytalopus_atratus" 25.74
"6393" "Scytalopus_bolivianus" 20.8
"6394" "Scytalopus_canus" 18.16
"6395" "Scytalopus_caracae" 24
"6396" "Scytalopus_chocoensis" 19.97
"6397" "Scytalopus_femoralis" 23.2
"6398" "Scytalopus_fuscus" 13.7
"6399" "Scytalopus_griseicollis" 18.05
"6400" "Scytalopus_iraiensis" 12.4
"6401" "Scytalopus_latebricola" 18.1
"6402" "Scytalopus_latrans" 17.62
"6403" "Scytalopus_macropus" 37.09
"6404" "Scytalopus_magellanicus" 13.67
"6405" "Scytalopus_meridanus" 20
"6406" "Scytalopus_micropterus" 29.7
"6407" "Scytalopus_novacapitalis" 18.9
"6408" "Scytalopus_pachecoi" 15
"6409" "Scytalopus_panamensis" 23
"6410" "Scytalopus_parkeri" 21.26
"6411" "Scytalopus_parvirostris" 17.75
"6412" "Scytalopus_robbinsi" 19.34
"6413" "Scytalopus_rodriguezi" 21.6
"6414" "Scytalopus_sanctaemartae" 23.2
"6415" "Scytalopus_schulenbergi" 16.1
"6416" "Scytalopus_simonsi" 16.62
"6417" "Scytalopus_speluncae" 13
"6418" "Scytalopus_spillmanni" 23.54
"6419" "Scytalopus_stilesi" 22.1
"6420" "Scytalopus_superciliaris" 17.8
"6421" "Scytalopus_unicolor" 17.62
"6422" "Scytalopus_urubambae" 13
"6423" "Scytalopus_vicinior" 23.04
"6424" "Scytalopus_zimmeri" 15.9
"6425" "Teledromas_fuscus" 37.9
"6426" "Chelidorhynx_hypoxantha" 6
"6427" "Rhipidura_albicollis" 12.9
"6428" "Rhipidura_albolimbata" 10.9
"6429" "Rhipidura_atra" 12.2
"6430" "Rhipidura_aureola" 11.2
"6431" "Rhipidura_brachyrhyncha" 10.1
"6432" "Rhipidura_cockerelli" 17.5
"6433" "Rhipidura_cyaniceps" 13.6
"6434" "Rhipidura_dahli" 9.9
"6435" "Rhipidura_dedemi" 10.95
"6436" "Rhipidura_diluta" 14.97
"6437" "Rhipidura_drownei" 11.11
"6438" "Rhipidura_euryura" 15
"6439" "Rhipidura_fuliginosa" 7.53
"6440" "Rhipidura_fuscorufa" 14.97
"6441" "Rhipidura_hyperythra" 11.2
"6442" "Rhipidura_javanica" 12.5
"6443" "Rhipidura_kubaryi" 14.97
"6444" "Rhipidura_lepida" 15
"6445" "Rhipidura_leucophrys" 27.44
"6446" "Rhipidura_leucothorax" 17.6
"6447" "Rhipidura_maculipectus" 18
"6448" "Rhipidura_malaitae" 12
"6449" "Rhipidura_matthiae" 14.97
"6450" "Rhipidura_nebulosa" 5.8
"6451" "Rhipidura_nigrocinnamomea" 13
"6452" "Rhipidura_opistherythra" 14.97
"6453" "Rhipidura_perlata" 13.4
"6454" "Rhipidura_personata" 35.74
"6455" "Rhipidura_phasiana" 6.9
"6456" "Rhipidura_phoenicura" 14.97
"6457" "Rhipidura_rennelliana" 14.5
"6458" "Rhipidura_rufidorsa" 9.8
"6459" "Rhipidura_rufifrons" 10.08
"6460" "Rhipidura_rufiventris" 12
"6461" "Rhipidura_semirubra" 8
"6462" "Rhipidura_superciliaris" 13.1
"6463" "Rhipidura_superflua" 14.97
"6464" "Rhipidura_tenebrosa" 17.33
"6465" "Rhipidura_teysmanni" 10.7
"6466" "Rhipidura_threnothorax" 17.6
"6467" "Rhipidura_verreauxi" 12.9
"6468" "Sapayoa_aenigma" 20.8
"6469" "Sitta_azurea" 16.27
"6470" "Sitta_canadensis" 9.8
"6471" "Sitta_carolinensis" 21
"6472" "Sitta_cashmirensis" 19
"6473" "Sitta_castanea" 19.62
"6474" "Sitta_europaea" 20.37
"6475" "Sitta_formosa" 21
"6476" "Sitta_frontalis" 16.5
"6477" "Sitta_himalayensis" 14.28
"6478" "Sitta_krueperi" 12.4
"6479" "Sitta_ledanti" 17.2
"6480" "Sitta_leucopsis" 14.77
"6481" "Sitta_magna" 41.13
"6482" "Sitta_nagaensis" 14.7
"6483" "Sitta_neumayer" 26.5
"6484" "Sitta_oenochlamys" 16.4
"6485" "Sitta_pusilla" 10.2
"6486" "Sitta_pygmaea" 10.6
"6487" "Sitta_solangiae" 14.96
"6488" "Sitta_tephronota" 35.2
"6489" "Sitta_victoriae" 14.3
"6490" "Sitta_villosa" 9.38
"6491" "Sitta_whiteheadi" 11.8
"6492" "Sitta_yunnanensis" 9.87
"6493" "Tichodroma_muraria" 17.6
"6494" "Acridotheres_albocinctus" 98.9
"6495" "Acridotheres_cinereus" 98.9
"6496" "Acridotheres_cristatellus" 116.31
"6497" "Acridotheres_fuscus" 82.8
"6498" "Acridotheres_ginginianus" 72
"6499" "Acridotheres_grandis" 98.91
"6500" "Acridotheres_tristis" 116.43
"6501" "Ampeliceps_coronatus" 87.87
"6502" "Aplonis_atrifusca" 146
"6503" "Aplonis_brunneicapillus" 66.65
"6504" "Aplonis_cantoroides" 55.73
"6505" "Aplonis_cinerascens" 82.9
"6506" "Aplonis_crassa" 59
"6507" "Aplonis_dichroa" 84
"6508" "Aplonis_feadensis" 72
"6509" "Aplonis_grandis" 134
"6510" "Aplonis_insularis" 69.88
"6511" "Aplonis_magna" 190
"6512" "Aplonis_metallica" 56.49
"6513" "Aplonis_minor" 42
"6514" "Aplonis_mysolensis" 62
"6515" "Aplonis_mystacea" 68.66
"6516" "Aplonis_opaca" 83.4
"6517" "Aplonis_panayensis" 56.2
"6518" "Aplonis_pelzelni" 47
"6519" "Aplonis_santovestris" 68.66
"6520" "Aplonis_striata" 54.2
"6521" "Aplonis_tabuensis" 62.5
"6522" "Aplonis_zelandica" 68.66
"6523" "Basilornis_celebensis" 93
"6524" "Basilornis_corythaix" 126
"6525" "Basilornis_galeatus" 93
"6526" "Basilornis_mirandus" 110
"6527" "Buphagus_africanus" 58.5
"6528" "Buphagus_erythrorhynchus" 50.74
"6529" "Cinnyricinclus_femoralis" 41
"6530" "Cinnyricinclus_leucogaster" 44
"6531" "Cinnyricinclus_sharpii" 41
"6532" "Coccycolius_iris" 69
"6533" "Cosmopsarus_regius" 53.83
"6534" "Cosmopsarus_unicolor" 60.24
"6535" "Creatophora_cinerea" 73.03
"6536" "Enodes_erythrophris" 130
"6537" "Gracula_ptilogenys" 192
"6538" "Gracula_religiosa" 192
"6539" "Grafisia_torquata" 64
"6540" "Lamprotornis_acuticaudus" 67.6
"6541" "Lamprotornis_australis" 101.05
"6542" "Lamprotornis_caudatus" 121
"6543" "Lamprotornis_chalcurus" 63
"6544" "Lamprotornis_chalybaeus" 86.17
"6545" "Lamprotornis_chloropterus" 73.1
"6546" "Lamprotornis_corruscus" 56.07
"6547" "Lamprotornis_cupreocauda" 58.01
"6548" "Lamprotornis_elisabeth" 73.1
"6549" "Lamprotornis_hildebrandti" 55.89
"6550" "Lamprotornis_mevesii" 64.19
"6551" "Lamprotornis_nitens" 85.59
"6552" "Lamprotornis_ornatus" 130
"6553" "Lamprotornis_pulcher" 67.29
"6554" "Lamprotornis_purpureiceps" 62.84
"6555" "Lamprotornis_purpureus" 112.87
"6556" "Lamprotornis_purpuroptera" 77.41
"6557" "Lamprotornis_shelleyi" 45
"6558" "Lamprotornis_splendidus" 123.09
"6559" "Lamprotornis_superbus" 64.9
"6560" "Leucopsar_rothschildi" 91.3
"6561" "Mino_anais" 152
"6562" "Mino_dumontii" 217
"6563" "Neocichla_gutturalis" 66.7
"6564" "Onychognathus_albirostris" 137.29
"6565" "Onychognathus_blythii" 100
"6566" "Onychognathus_frater" 100
"6567" "Onychognathus_fulgidus" 109.03
"6568" "Onychognathus_morio" 132.9
"6569" "Onychognathus_nabouroup" 102.43
"6570" "Onychognathus_neumanni" 39.8
"6571" "Onychognathus_salvadorii" 160
"6572" "Onychognathus_tenuirostris" 118
"6573" "Onychognathus_tristramii" 122.73
"6574" "Onychognathus_walleri" 93
"6575" "Poeoptera_kenricki" 46.37
"6576" "Poeoptera_lugubris" 38.79
"6577" "Poeoptera_stuhlmanni" 39.3
"6578" "Sarcops_calvus" 142
"6579" "Saroglossa_aurata" 40.5
"6580" "Saroglossa_spiloptera" 47.5
"6581" "Scissirostrum_dubium" 50
"6582" "Speculipastor_bicolor" 64.16
"6583" "Spreo_albicapillus" 76.75
"6584" "Spreo_bicolor" 104
"6585" "Spreo_fischeri" 51
"6586" "Streptocitta_albertinae" 248
"6587" "Streptocitta_albicollis" 248
"6588" "Sturnus_albofrontatus" 39.6
"6589" "Sturnus_burmannicus" 89
"6590" "Sturnus_cineraceus" 83
"6591" "Sturnus_contra" 83.99
"6592" "Sturnus_erythropygius" 39.6
"6593" "Sturnus_malabaricus" 39.6
"6594" "Sturnus_melanopterus" 89
"6595" "Sturnus_nigricollis" 156.92
"6596" "Sturnus_pagodarum" 48.9
"6597" "Sturnus_philippensis" 28.8
"6598" "Sturnus_roseus" 72.97
"6599" "Sturnus_sericeus" 65
"6600" "Sturnus_sinensis" 61
"6601" "Sturnus_sturninus" 49.4
"6602" "Sturnus_unicolor" 83.66
"6603" "Sturnus_vulgaris" 77.14
"6604" "Abroscopus_albogularis" 4.84
"6605" "Abroscopus_schisticeps" 4.7
"6606" "Abroscopus_superciliaris" 6.48
"6607" "Achaetops_pycnopygius" 28.3
"6608" "Acrocephalus_aedon" 22.4
"6609" "Acrocephalus_aequinoctialis" 25
"6610" "Acrocephalus_agricola" 9.6
"6611" "Acrocephalus_arundinaceus" 30
"6612" "Acrocephalus_atyphus" 30
"6613" "Acrocephalus_australis" 17.7
"6614" "Acrocephalus_baeticatus" 10.2
"6615" "Acrocephalus_bistrigiceps" 8.67
"6616" "Acrocephalus_brevipennis" 16
"6617" "Acrocephalus_caffer" 43.8
"6618" "Acrocephalus_concinens" 8.3
"6619" "Acrocephalus_dumetorum" 11.2
"6620" "Acrocephalus_familiaris" 18.3
"6621" "Acrocephalus_gracilirostris" 14.4
"6622" "Acrocephalus_griseldis" 16.7
"6623" "Acrocephalus_kerearako" 22.5
"6624" "Acrocephalus_luscinius" 30.55
"6625" "Acrocephalus_melanopogon" 10.9
"6626" "Acrocephalus_mendanae" 36.3
"6627" "Acrocephalus_newtoni" 17
"6628" "Acrocephalus_orinus" 24.2
"6629" "Acrocephalus_paludicola" 11.6
"6630" "Acrocephalus_palustris" 11.5
"6631" "Acrocephalus_rehsei" 20.06
"6632" "Acrocephalus_rimatarae" 26.5
"6633" "Acrocephalus_rodericanus" 11.8
"6634" "Acrocephalus_rufescens" 22.72
"6635" "Acrocephalus_schoenobaenus" 11.83
"6636" "Acrocephalus_scirpaceus" 12.3
"6637" "Acrocephalus_sechellensis" 15.87
"6638" "Acrocephalus_sorghophilus" 8.2
"6639" "Acrocephalus_stentoreus" 24.2
"6640" "Acrocephalus_syrinx" 34
"6641" "Acrocephalus_taiti" 24.25
"6642" "Acrocephalus_tangorum" 8
"6643" "Acrocephalus_vaughani" 24.37
"6644" "Amaurocichla_bocagei" 7
"6645" "Amphilais_seebohmi" 12.3
"6646" "Artisornis_metopias" 8.4
"6647" "Artisornis_moreaui" 9.2
"6648" "Bathmocercus_cerviniventris" 15.8
"6649" "Bathmocercus_rufus" 15.4
"6650" "Bathmocercus_winifredae" 14.83
"6651" "Bernieria_apperti" 14.6
"6652" "Bernieria_cinereiceps" 18.2
"6653" "Bernieria_madagascariensis" 25.33
"6654" "Bernieria_tenebrosa" 21.4
"6655" "Bernieria_zosterops" 10.85
"6656" "Bowdleria_punctata" 25.17
