"Species" "Body_size_mm"
"657" "Centrolene_quindianum" "26.6"
"658" "Centrolene_robledoi" "25.9"
"659" "Centrolene_sanchezi" "20.7"
"660" "Centrolene_savagei" "23.9"
"661" "Centrolene_solitaria" "19.3"
"662" "Chimerella_mariaelenae" "19"
"663" "Cochranella_balionota" "22.5"
"664" "Cochranella_croceopodes" "25.2"
"665" "Cochranella_euknemos" "32"
"666" "Cochranella_granulosa" "32"
"667" "Cochranella_mache" "28"
"668" "Cochranella_nola" "25.7"
"669" "Cochranella_phryxa" "26.5"
"670" "Cochranella_ramirezi" "27.4"
"671" "Cochranella_resplendens" "27"
"672" "Cochranella_ritae" "19"
"673" "Cochranella_xanthocheridia" "24.4"
"674" "Espadarana_andina" "26.4"
"675" "Espadarana_prosoblepon" "31"
"676" "Nymphargus_anomalus" "24.1"
"677" "Nymphargus_armatus" "24.8"
"678" "Nymphargus_bejaranoi" "26.5"
"679" "Nymphargus_cariticommatus" "23.6"
"680" "Nymphargus_chami" "37.6"
"681" "Nymphargus_chancas" "24.8"
"682" "Nymphargus_cochranae" "26.3"
"683" "Nymphargus_cristinae" "31.1"
"684" "Nymphargus_garciae" "27.7"
"685" "Nymphargus_grandisonae" "30"
"686" "Nymphargus_griffithsi" "26.6"
"687" "Nymphargus_ignotus" "25.4"
"688" "Nymphargus_laurae" "19.9"
"689" "Nymphargus_luminosus" "32.7"
"690" "Nymphargus_luteopunctatus" "33.1"
"691" "Nymphargus_mariae" "30"
"692" "Nymphargus_megacheirus" "32.8"
"693" "Nymphargus_nephelophila" "24.1"
"694" "Nymphargus_oreonympha" "26.4"
"695" "Nymphargus_phenax" "22"
"696" "Nymphargus_pluvialis" "26.5"
"697" "Nymphargus_posadae" "34.1"
"698" "Nymphargus_prasinus" "33.9"
"699" "Nymphargus_puyoensis" "25"
"700" "Nymphargus_rosada" "28.3"
"701" "Nymphargus_ruizi" "26.4"
"702" "Nymphargus_siren" "22"
"703" "Nymphargus_spilotus" "24.1"
"704" "Nymphargus_wileyi" "31.9"
"705" "Rulyrana_adiazeta" "28.8"
"706" "Rulyrana_erminea" "23.6"
"707" "Rulyrana_mcdiarmidi" "29.9"
"708" "Rulyrana_susatamai" "27.4"
"709" "Sachatamia_albomaculata" "32"
"710" "Sachatamia_ilex" "37"
"711" "Sachatamia_punctulata" "31.6"
"712" "Teratohyla_amelie" "18.3"
"713" "Teratohyla_midas" "27"
"714" "Teratohyla_pulverata" "33"
"715" "Teratohyla_spinosa" "28"
"716" "Vitreorana_castroviejoi" "22.6"
"717" "Vitreorana_eurygnatha" "23"
"718" "Vitreorana_gorzulae" "22.5"
"719" "Vitreorana_oyampiensis" "24"
"720" "Vitreorana_parvula" "17"
"721" "Vitreorana_uranoscopa" "25.8"
"722" "Celsiella_vozmedianoi" "28.4"
"723" "Hyalinobatrachium_bergeri" "22.4"
"724" "Hyalinobatrachium_carlesvilai" "23.9"
"725" "Hyalinobatrachium_chirripoi" "29"
"726" "Hyalinobatrachium_colymbiphyllum" "29"
"727" "Hyalinobatrachium_esmeralda" "22.4"
"728" "Hyalinobatrachium_fleischmanni" "32"
"729" "Hyalinobatrachium_iaspidiense" "20"
"730" "Hyalinobatrachium_ibama" "23.4"
"731" "Hyalinobatrachium_mesai" "20"
"732" "Hyalinobatrachium_munozorum" "21"
"733" "Hyalinobatrachium_orientale" "21"
"734" "Hyalinobatrachium_orocostale" "20.5"
"735" "Hyalinobatrachium_pallidum" "25"
"736" "Hyalinobatrachium_pellucidum" "21.4"
"737" "Hyalinobatrachium_ruedai" "22.6"
"738" "Hyalinobatrachium_talamancae" "27"
"739" "Hyalinobatrachium_tatayoi" "22.4"
"740" "Hyalinobatrachium_valerioi" "26"
"741" "Hyalinobatrachium_vireovittatum" "25"
"742" "Ingerana_baluensis" "28.7"
"743" "Batrachylodes_elegans" "35"
"744" "Batrachylodes_gigas" "46"
"745" "Batrachylodes_mediodiscus" "27"
"746" "Batrachylodes_minutus" "19.5"
"747" "Batrachylodes_montanus" "40"
"748" "Batrachylodes_trossulus" "22.7"
"749" "Batrachylodes_vertebralis" "29.5"
"750" "Batrachylodes_wolfi" "32"
"751" "Ceratobatrachus_guentheri" "85"
"752" "Discodeles_bufoniformis" "166.7"
"753" "Discodeles_guppyi" "183"
"754" "Discodeles_malukuna" "63.2"
"755" "Discodeles_opisthodon" "143"
"756" "Palmatorappia_solomonis" "32.5"
"757" "Platymantis_aculeodactylus" "25.8"
"758" "Platymantis_adiastolus" "41"
"759" "Platymantis_admiraltiensis" "46.4"
"760" "Platymantis_akarithymus" "24.2"
"761" "Platymantis_banahao" "39.6"
"762" "Platymantis_batantae" "26.5"
"763" "Platymantis_boulengeri" "82"
"764" "Platymantis_browni" "26.7"
"765" "Platymantis_cagayanensis" "28"
"766" "Platymantis_cheesmanae" "24.5"
"767" "Platymantis_corrugatus" "41.5"
"768" "Platymantis_desticans" "38"
"769" "Platymantis_diesmosi" "52.7"
"770" "Platymantis_dorsalis" "35.4"
"771" "Platymantis_gilliardi" "32.1"
"772" "Platymantis_guentheri" "35"
"773" "Platymantis_guppyi" "68.7"
"774" "Platymantis_hazelae" "28"
"775" "Platymantis_indeprensus" "27.9"
"776" "Platymantis_insulatus" "42"
"777" "Platymantis_latro" "38"
"778" "Platymantis_levigatus" "33.2"
"779" "Platymantis_luzonensis" "36.2"
"780" "Platymantis_macrops" "23.5"
"781" "Platymantis_macrosceles" "35"
"782" "Platymantis_magnus" "63"
"783" "Platymantis_mamusiorum" "31"
"784" "Platymantis_mimicus" "37.4"
"785" "Platymantis_mimulus" "24.5"
"786" "Platymantis_myersi" "57.3"
"787" "Platymantis_nakanaiorum" "44"
"788" "Platymantis_naomii" "23.9"
"789" "Platymantis_neckeri" "47.4"
"790" "Platymantis_negrosensis" "50"
"791" "Platymantis_nexipus" "56.6"
"792" "Platymantis_paengi" "34.3"
"793" "Platymantis_papuensis" "64"
"794" "Platymantis_parilis" "41.4"
"795" "Platymantis_parkeri" "17.5"
"796" "Platymantis_pelewensis" "60"
"797" "Platymantis_polillensis" "22"
"798" "Platymantis_pseudodorsalis" "29.8"
"799" "Platymantis_punctatus" "50.9"
"800" "Platymantis_pygmaeus" "15.7"
"801" "Platymantis_rabori" "33.2"
"802" "Platymantis_schmidti" "49"
"803" "Platymantis_solomonis" "84"
"804" "Platymantis_spelaeus" "60.5"
"805" "Platymantis_taylori" "33"
"806" "Platymantis_vitianus" "110"
"807" "Platymantis_vitiensis" "60"
"808" "Platymantis_weberi" "48.5"
"809" "Atelognathus_ceii" "44"
"810" "Atelognathus_jeinimenensis" "37.3"
"811" "Atelognathus_patagonicus" "50"
"812" "Atelognathus_salai" "40"
"813" "Batrachyla_fitzroya" "30.97"
"814" "Batrachyla_taeniata" "42"
"815" "Ceratophrys_aurita" "149"
"816" "Ceratophrys_calcarata" "79"
"817" "Ceratophrys_cornuta" "120"
"818" "Ceratophrys_cranwelli" "158"
"819" "Ceratophrys_joazeirensis" "105"
"820" "Ceratophrys_ornata" "112.4"
"821" "Chacophrys_pierottii" "44.2"
"822" "Lepidobatrachus_laevis" "120.5"
"823" "Lepidobatrachus_llanensis" "100"
"824" "Telmatobius_atacamensis" "46"
"825" "Telmatobius_atahualpai" "64.8"
"826" "Telmatobius_bolivianus" "52.7"
"827" "Telmatobius_brevipes" "74.6"
"828" "Telmatobius_carrillae" "60"
"829" "Telmatobius_chusmisensis" "63.2"
"830" "Telmatobius_cirrhacelis" "66"
"831" "Telmatobius_colanensis" "62.5"
"832" "Telmatobius_culeus" "146"
"833" "Telmatobius_dankoi" "55.1"
"834" "Telmatobius_degener" "49.6"
"835" "Telmatobius_edaphonastes" "52.8"
"836" "Telmatobius_espadai" "52.8"
"837" "Telmatobius_fronteriensis" "43.2"
"838" "Telmatobius_gigas" "109"
"839" "Telmatobius_halli" "57"
"840" "Telmatobius_hintoni" "80.6"
"841" "Telmatobius_huayra" "53.7"
"842" "Telmatobius_laticeps" "85"
"843" "Telmatobius_marmoratus" "66.5"
"844" "Telmatobius_necopinus" "72.9"
"845" "Telmatobius_niger" "77.6"
"846" "Telmatobius_philippii" "53.7"
"847" "Telmatobius_rimac" "30.1"
"848" "Telmatobius_sanborni" "79.5"
"849" "Telmatobius_sibiricus" "57.5"
"850" "Telmatobius_simonsi" "77.1"
"851" "Telmatobius_thompsoni" "77.3"
"852" "Telmatobius_timens" "61"
"853" "Telmatobius_truebae" "82"
"854" "Telmatobius_vellardi" "73"
"855" "Telmatobius_verrucosus" "67.2"
"856" "Telmatobius_vilamensis" "50.8"
"857" "Telmatobius_yuracare" "57.6"
"858" "Ceuthomantis_aracamuni" "18.2"
"859" "Ceuthomantis_cavernibardus" "32"
"860" "Ceuthomantis_smaragdinus" "19.8"
"861" "Craugastor_alfredi" "45"
"862" "Craugastor_anciano" "50"
"863" "Craugastor_andi" "80"
"864" "Craugastor_angelicus" "75"
"865" "Craugastor_aphanus" "44"
"866" "Craugastor_augusti" "95"
"867" "Craugastor_aurilegulus" "87"
"868" "Craugastor_azueroensis" "60"
"869" "Craugastor_bransfordii" "30"
"870" "Craugastor_brocchi" "83.3"
"871" "Craugastor_campbelli" "29.3"
"872" "Craugastor_chac" "39"
"873" "Craugastor_charadra" "67"
"874" "Craugastor_chrysozetetes" "46"
"875" "Craugastor_coffeus" "33.9"
"876" "Craugastor_crassidigitus" "48"
"877" "Craugastor_cruzi" "33.2"
"878" "Craugastor_cuaquero" "48"
"879" "Craugastor_cyanochthebius" "39.8"
"880" "Craugastor_emcelae" "67"
"881" "Craugastor_emleni" "50"
"882" "Craugastor_epochthidius" "36.7"
"883" "Craugastor_escoces" "72"
"884" "Craugastor_evanesco" "64.3"
"885" "Craugastor_fecundus" "37.3"
"886" "Craugastor_fitzingeri" "53"
"887" "Craugastor_fleischmanni" "75"
"888" "Craugastor_gollmeri" "54"
"889" "Craugastor_gulosus" "103"
"890" "Craugastor_laevissimus" "61"
"891" "Craugastor_laticeps" "80"
"892" "Craugastor_lauraster" "22.3"
"893" "Craugastor_loki" "38"
"894" "Craugastor_longirostris" "59.6"
"895" "Craugastor_matudai" "40"
"896" "Craugastor_megacephalus" "70"
"897" "Craugastor_melanostictus" "57"
"898" "Craugastor_merendonensis" "83"
"899" "Craugastor_milesi" "37.1"
"900" "Craugastor_mimus" "58"
"901" "Craugastor_myllomyllon" "30.1"
"902" "Craugastor_nefrens" "26.8"
"903" "Craugastor_noblei" "66"
"904" "Craugastor_obesus" "86"
"905" "Craugastor_occidentalis" "28"
"906" "Craugastor_olanchano" "30"
"907" "Craugastor_omoaensis" "30"
"908" "Craugastor_opimus" "69"
"909" "Craugastor_pechorum" "62"
"910" "Craugastor_pelorus" "87"
"911" "Craugastor_persimilis" "23"
"912" "Craugastor_phasma" "50"
"913" "Craugastor_podiciferus" "40"
"914" "Craugastor_polyptychus" "28.7"
"915" "Craugastor_psephosypharus" "65"
"916" "Craugastor_punctariolus" "80"
"917" "Craugastor_ranoides" "74"
"918" "Craugastor_rayo" "71"
"919" "Craugastor_rhodopis" "40"
"920" "Craugastor_rhyacobatrachus" "81"
"921" "Craugastor_rostralis" "59"
"922" "Craugastor_rugosus" "69"
"923" "Craugastor_saltuarius" "22.4"
"924" "Craugastor_sandersoni" "85"
"925" "Craugastor_stadelmani" "33.1"
"926" "Craugastor_stejnegerianus" "22.4"
"927" "Craugastor_talamancae" "50"
"928" "Craugastor_taurus" "80"
"929" "Craugastor_underwoodi" "30"
"930" "Craugastor_vocalis" "58"
"931" "Craugastor_yucatanensis" "36"
"932" "Haddadus_binotatus" "63.8"
"933" "Rupirana_cardosoi" "250"
"934" "Alsodes_coppingeri" "44"
"935" "Alsodes_gargola" "40.8"
"936" "Alsodes_hugoi" "70.7"
"937" "Alsodes_kaweshkari" "62.2"
"938" "Alsodes_montanus" "50.2"
"939" "Alsodes_monticola" "49.1"
"940" "Alsodes_nodosus" "58.5"
"941" "Alsodes_norae" "61.4"
"942" "Alsodes_pehuenche" "52.2"
"943" "Alsodes_tumultuosus" "61.5"
"944" "Alsodes_valdiviensis" "63.4"
"945" "Alsodes_vanzolinii" "51.1"
"946" "Alsodes_verrucosus" "42.4"
"947" "Alsodes_vittatus" "37.4"
"948" "Eupsophus_contulmoensis" "42.5"
"949" "Eupsophus_migueli" "47.2"
"950" "Eupsophus_roseus" "44.7"
"951" "Hylorina_sylvatica" "66"
"952" "Insuetophrynus_acarpicus" "56.3"
"953" "Macrogenioglottus_alipioi" "113.8"
"954" "Odontophrynus_americanus" "51"
"955" "Odontophrynus_carvalhoi" "70"
"956" "Odontophrynus_cordobae" "53.8"
"957" "Odontophrynus_cultripes" "70"
"958" "Odontophrynus_lavillai" "72.3"
"959" "Odontophrynus_maisuma" "43.6"
"960" "Odontophrynus_occidentalis" "62"
"961" "Proceratophrys_appendiculata" "63.2"
"962" "Proceratophrys_avelinoi" "36.5"
"963" "Proceratophrys_bigibbosa" "53.4"
"964" "Proceratophrys_boiei" "74.3"
"965" "Proceratophrys_brauni" "39.8"
"966" "Proceratophrys_concavitympanum" "59"
"967" "Proceratophrys_cristiceps" "50.2"
"968" "Proceratophrys_cururu" "53.9"
"969" "Proceratophrys_goyana" "62.6"
"970" "Proceratophrys_laticeps" "82.7"
"971" "Proceratophrys_melanopogon" "65.8"
"972" "Proceratophrys_moehringi" "63.6"
"973" "Proceratophrys_moratoi" "35.7"
"974" "Proceratophrys_palustris" "33.8"
"975" "Proceratophrys_paviotii" "56.6"
"976" "Proceratophrys_renalis" "71.9"
"977" "Proceratophrys_rondonae" "62.9"
"978" "Proceratophrys_sanctaritae" "45.5"
"979" "Proceratophrys_subguttata" "58.9"
"980" "Thoropa_lutzi" "30"
"981" "Thoropa_megatympanum" "53"
"982" "Thoropa_miliaris" "78"
"983" "Thoropa_petropolitana" "27"
"984" "Thoropa_saxatilis" "58"
"985" "Thoropa_taophora" "102.1"
"986" "Crossodactylodes_bokermanni" "17"
"987" "Crossodactylodes_pintoi" "17"
"988" "Cycloramphus_acangatan" "48.1"
"989" "Cycloramphus_asper" "54"
"990" "Cycloramphus_bandeirensis" "33.1"
"991" "Cycloramphus_bolitoglossus" "39.8"
"992" "Cycloramphus_boraceiensis" "59"
"993" "Cycloramphus_brasiliensis" "77.8"
"994" "Cycloramphus_carvalhoi" "62"
"995" "Cycloramphus_catarinensis" "39.2"
"996" "Cycloramphus_cedrensis" "50"
"997" "Cycloramphus_diringshofeni" "31"
"998" "Cycloramphus_dubius" "60.3"
"999" "Cycloramphus_duseni" "44"
"1000" "Cycloramphus_eleutherodactylus" "58.3"
"1001" "Cycloramphus_faustoi" "44"
"1002" "Cycloramphus_fuliginosus" "64.3"
"1003" "Cycloramphus_granulosus" "47"
"1004" "Cycloramphus_juimirim" "38.7"
"1005" "Cycloramphus_lutzorum" "58"
"1006" "Cycloramphus_migueli" "42.1"
"1007" "Cycloramphus_mirandaribeiroi" "68.6"
"1008" "Cycloramphus_ohausi" "41.6"
"1009" "Cycloramphus_organensis" "33.3"
"1010" "Cycloramphus_rhyakonastes" "56.4"
"1011" "Cycloramphus_semipalmatus" "50.9"
"1012" "Cycloramphus_stejnegeri" "56"
"1013" "Cycloramphus_valae" "40"
"1014" "Rhinoderma_darwinii" "31"
"1015" "Rhinoderma_rufum" "33"
"1016" "Zachaenus_carvalhoi" "37"
"1017" "Zachaenus_parvulus" "29.6"
"1018" "Colostethus_poecilonotus" "25.2"
"1019" "Colostethus_ramirezi" "22.8"
"1020" "Ameerega_altamazonica" "25"
"1021" "Ameerega_andina" "22"
"1022" "Ameerega_bassleri" "42"
"1023" "Ameerega_bilinguis" "22.6"
"1024" "Ameerega_boliviana" "26.6"
"1025" "Ameerega_braccata" "21.8"
"1026" "Ameerega_cainarachi" "31.3"
"1027" "Ameerega_erythromos" "25.2"
"1028" "Ameerega_flavopicta" "30.5"
"1029" "Ameerega_hahneli" "23"
"1030" "Ameerega_ignipedis" "24.2"
"1031" "Ameerega_ingeri" "27"
"1032" "Ameerega_macero" "29.5"
"1033" "Ameerega_maculata" "18.9"
"1034" "Ameerega_parvula" "24"
"1035" "Ameerega_pepperi" "34.4"
"1036" "Ameerega_petersi" "31"
"1037" "Ameerega_picta" "24.4"
"1038" "Ameerega_planipaleae" "29.6"
"1039" "Ameerega_pongoensis" "26"
"1040" "Ameerega_pulchripecta" "27"
"1041" "Ameerega_rubriventris" "24.3"
"1042" "Ameerega_silverstonei" "42.8"
"1043" "Ameerega_simulans" "27"
"1044" "Ameerega_smaragdina" "26.5"
"1045" "Ameerega_trivittata" "49.5"
"1046" "Ameerega_yoshina" "34.8"
"1047" "Ameerega_yungicola" "23.5"
"1048" "Colostethus_agilis" "28"
"1049" "Colostethus_alacris" "27.7"
"1050" "Colostethus_argyrogaster" "22.1"
"1051" "Colostethus_brachistriatus" "22.3"
"1052" "Colostethus_dysprosium" "23.2"
"1053" "Colostethus_fraterdanieli" "27"
"1054" "Colostethus_fugax" "20.1"
"1055" "Colostethus_furviventris" "26"
"1056" "Colostethus_imbricolus" "28.5"
"1057" "Colostethus_inguinalis" "27.6"
"1058" "Colostethus_jacobuspetersi" "29.5"
"1059" "Colostethus_latinasus" "31.8"
"1060" "Colostethus_lynchi" "28"
"1061" "Colostethus_panamansis" "29.2"
"1062" "Colostethus_pratti" "25"
"1063" "Colostethus_ruthveni" "24.1"
"1064" "Colostethus_ucumari" "30"
"1065" "Epipedobates_anthonyi" "26.5"
"1066" "Epipedobates_boulengeri" "21.8"
"1067" "Epipedobates_espinosai" "17.5"
"1068" "Epipedobates_machalilla" "17.6"
"1069" "Epipedobates_narinensis" "16.9"
"1070" "Epipedobates_tricolor" "26.5"
"1071" "Silverstoneia_erasmios" "21.6"
"1072" "Silverstoneia_flotator" "18.3"
"1073" "Silverstoneia_nubicola" "23"
"1074" "Adelphobates_castaneoticus" "22.7"
"1075" "Adelphobates_galactonotus" "40.5"
"1076" "Adelphobates_quinquevittatus" "17.3"
"1077" "Dendrobates_auratus" "42"
"1078" "Dendrobates_leucomelas" "37.5"
"1079" "Dendrobates_nubeculosus" "24.5"
"1080" "Dendrobates_tinctorius" "50"
"1081" "Dendrobates_truncatus" "31"
"1082" "Excidobates_captivus" "17"
"1083" "Excidobates_mysteriosus" "29.3"
"1084" "Minyobates_steyermarki" "18"
"1085" "Oophaga_arborea" "22.2"
"1086" "Oophaga_granulifera" "22"
"1087" "Oophaga_histrionica" "38"
"1088" "Oophaga_lehmanni" "35.3"
"1089" "Oophaga_occultator" "27.1"
"1090" "Oophaga_pumilio" "25"
"1091" "Oophaga_speciosa" "31"
"1092" "Oophaga_sylvatica" "38"
"1093" "Oophaga_vicentei" "21"
"1094" "Phyllobates_aurotaenia" "34"
"1095" "Phyllobates_bicolor" "42.7"
"1096" "Phyllobates_lugubris" "24"
"1097" "Phyllobates_terribilis" "43.2"
"1098" "Phyllobates_vittatus" "31"
"1099" "Ranitomeya_amazonica" "19"
"1100" "Ranitomeya_benedicta" "20.2"
"1101" "Andinobates_claudiae" "13.4"
"1102" "Ranitomeya_cyanovittata" "17.3"
"1103" "Ranitomeya_defleri" "17.7"
"1104" "Ranitomeya_fantastica" "23"
"1105" "Ranitomeya_flavovittata" "17"
"1106" "Ranitomeya_imitator" "18.2"
"1107" "Ranitomeya_reticulata" "17"
"1108" "Ranitomeya_sirensis" "19.9"
"1109" "Ranitomeya_uakarii" "16.2"
"1110" "Ranitomeya_vanzolinii" "19.9"
"1111" "Ranitomeya_variabilis" "21"
"1112" "Ranitomeya_ventrimaculata" "18"
"1113" "Ranitomeya_yavaricola" "17.7"
"1114" "Hyloxalus_abditaurantius" "34.8"
"1115" "Hyloxalus_aeruginosus" "29.2"
"1116" "Hyloxalus_anthracinus" "23.6"
"1117" "Hyloxalus_awa" "25.9"
"1118" "Hyloxalus_azureiventris" "27.5"
"1119" "Hyloxalus_bocagei" "29.5"
"1120" "Hyloxalus_borjai" "20"
"1121" "Hyloxalus_breviquartus" "16.8"
"1122" "Hyloxalus_cevallosi" "21"
"1123" "Hyloxalus_chlorocraspedus" "29.1"
"1124" "Hyloxalus_chocoensis" "26"
"1125" "Hyloxalus_delatorreae" "20.8"
"1126" "Hyloxalus_elachyhistus" "25.7"
"1127" "Hyloxalus_eleutherodactylus" "22.7"
"1128" "Hyloxalus_exasperatus" "21.2"
"1129" "Hyloxalus_excisus" "24"
"1130" "Hyloxalus_faciopunctulatus" "25.2"
"1131" "Hyloxalus_fallax" "18.5"
"1132" "Hyloxalus_fascianigrus" "21.5"
"1133" "Hyloxalus_fuliginosus" "32.5"
"1134" "Hyloxalus_idiomelus" "27.8"
"1135" "Hyloxalus_infraguttatus" "23.4"
"1136" "Hyloxalus_insulatus" "26"
"1137" "Hyloxalus_lehmanni" "22.8"
"1138" "Hyloxalus_leucophaeus" "26.1"
"1139" "Hyloxalus_maculosus" "29"
"1140" "Hyloxalus_maquipucuna" "24.1"
"1141" "Hyloxalus_marmoreoventris" "21.7"
"1142" "Hyloxalus_mittermeieri" "28.2"
"1143" "Hyloxalus_mystax" "21.8"
"1144" "Hyloxalus_nexipus" "23.9"
"1145" "Hyloxalus_patitae" "23.2"
"1146" "Hyloxalus_peculiaris" "29.8"
"1147" "Hyloxalus_pinguis" "20.5"
"1148" "Hyloxalus_pulchellus" "24.4"
"1149" "Hyloxalus_pulcherrimus" "29.7"
"1150" "Hyloxalus_pumilus" "18.1"
"1151" "Hyloxalus_ramosi" "20"
"1152" "Hyloxalus_saltuarius" "23.7"
"1153" "Hyloxalus_sauli" "28.7"
"1154" "Hyloxalus_shuar" "31.5"
"1155" "Hyloxalus_sordidatus" "36.1"
"1156" "Hyloxalus_spilotogaster" "24"
"1157" "Hyloxalus_subpunctatus" "24.3"
"1158" "Hyloxalus_sylvaticus" "30"
"1159" "Hyloxalus_toachi" "28.2"
"1160" "Hyloxalus_utcubambensis" "26"
"1161" "Hyloxalus_vergeli" "27"
"1162" "Hyloxalus_vertebralis" "20.2"
"1163" "Hyloxalus_whymperi" "22.6"
"1164" "Hyloxalus_yasuni" "28.9"
"1165" "Allopaa_barmoachensis" "61"
"1166" "Allopaa_hazarensis" "62"
"1167" "Chrysopaa_sternosignata" "90"
"1168" "Euphlyctis_aloysii" "45.2"
"1169" "Euphlyctis_cyanophlyctis" "92"
"1170" "Euphlyctis_hexadactylus" "145"
"1171" "Euphlyctis_mudigere" "34.8"
"1172" "Fejervarya_brevipalmata" "55.6"
"1173" "Fejervarya_cancrivora" "113"
"1174" "Fejervarya_caperata" "35.9"
"1175" "Fejervarya_granosa" "35.9"
"1176" "Fejervarya_greenii" "50"
"1177" "Fejervarya_iskandari" "40.4"
"1178" "Fejervarya_keralensis" "57"
"1179" "Fejervarya_kirtisinghei" "44"
"1180" "Fejervarya_kudremukhensis" "49"
"1181" "Fejervarya_limnocharis" "65"
"1182" "Fejervarya_moodiei" "83.6"
"1183" "Fejervarya_mudduraja" "51.8"
"1184" "Fejervarya_murthii" "35"
"1185" "Fejervarya_mysorensis" "37"
"1186" "Fejervarya_nepalensis" "42.3"
"1187" "Fejervarya_nicobariensis" "50.1"
"1188" "Fejervarya_nilagirica" "50.7"
"1189" "Fejervarya_orissaensis" "47.2"
"1190" "Fejervarya_parambikulamana" "39"
"1191" "Fejervarya_pierrei" "46"
"1192" "Fejervarya_rufescens" "39.8"
"1193" "Fejervarya_sakishimensis" "69.2"
"1194" "Fejervarya_sauriceps" "30"
"1195" "Fejervarya_syhadrensis" "42.5"
"1196" "Fejervarya_teraiensis" "61.2"
"1197" "Fejervarya_triora" "60.8"
"1198" "Fejervarya_vittigera" "80.6"
"1199" "Hoplobatrachus_crassus" "135"
"1200" "Hoplobatrachus_occipitalis" "160"
"1201" "Hoplobatrachus_rugulosus" "82.4"
"1202" "Hoplobatrachus_tigerinus" "178"
"1203" "Limnonectes_acanthi" "75.2"
"1204" "Limnonectes_arathooni" "39.6"
"1205" "Limnonectes_asperatus" "39.9"
"1206" "Limnonectes_bannaensis" "87.5"
"1207" "Limnonectes_blythii" "96.8"
"1208" "Limnonectes_diuatus" "62.3"
"1209" "Limnonectes_ferneri" "84.3"
"1210" "Limnonectes_finchi" "45.3"
"1211" "Limnonectes_fujianensis" "53.9"
"1212" "Limnonectes_grunniens" "170"
"1213" "Limnonectes_gyldenstolpei" "70.5"
"1214" "Limnonectes_hascheanus" "39"
"1215" "Limnonectes_heinrichi" "75"
"1216" "Limnonectes_ibanorum" "135"
"1217" "Limnonectes_ingeri" "150"
"1218" "Limnonectes_kadarsani" "120"
"1219" "Limnonectes_kenepaiensis" "38"
"1220" "Limnonectes_khasianus" "39.6"
"1221" "Limnonectes_kohchangae" "44"
"1222" "Limnonectes_kuhlii" "81.5"
"1223" "Limnonectes_laticeps" "53"
"1224" "Limnonectes_leporinus" "175"
"1225" "Limnonectes_leytensis" "49.6"
"1226" "Limnonectes_limborgi" "37.6"
"1227" "Limnonectes_macrocephalus" "144.6"
"1228" "Limnonectes_macrodon" "150"
"1229" "Limnonectes_macrognathus" "44.7"
"1230" "Limnonectes_magnus" "164.4"
"1231" "Limnonectes_malesianus" "150"
"1232" "Limnonectes_megastomias" "123.7"
"1233" "Limnonectes_micrixalus" "30"
"1234" "Limnonectes_microdiscus" "70"
"1235" "Limnonectes_microtympanum" "69.4"
"1236" "Limnonectes_modestus" "87"
"1237" "Limnonectes_namiyei" "117"
"1238" "Limnonectes_palavanensis" "40"
"1239" "Limnonectes_paramacrodon" "65"
"1240" "Limnonectes_parvus" "30"
"1241" "Limnonectes_plicatellus" "33.1"
"1242" "Limnonectes_poilani" "99.5"
"1243" "Limnonectes_rhacoda" "25"
"1244" "Limnonectes_shompenorum" "79"
"1245" "Limnonectes_timorensis" "63"
"1246" "Limnonectes_visayanus" "94.2"
"1247" "Limnonectes_woodworthi" "75.7"
"1248" "Nannophrys_ceylonensis" "54"
"1249" "Nannophrys_guentheri" "28.5"
"1250" "Nannophrys_marmorata" "46.3"
"1251" "Nannophrys_naeyakai" "43.6"
"1252" "Nanorana_aenea" "77.4"
"1253" "Nanorana_annandalii" "51.5"
"1254" "Nanorana_arnoldi" "88"
"1255" "Nanorana_blanfordii" "40.5"
"1256" "Nanorana_chayuensis" "80"
"1257" "Nanorana_conaensis" "69"
"1258" "Nanorana_ercepeae" "86"
"1259" "Nanorana_gammii" "68"
"1260" "Nanorana_liebigii" "169"
"1261" "Nanorana_medogensis" "114"
"1262" "Nanorana_minica" "41"
"1263" "Nanorana_mokokchungensis" "87"
