Comb_sciname,Year,Family,Npapers,MainBiogRealm,ThreatStatus,BodyMass,Habit,polykm2,elev.avg,humd.avg,bint_counts,range.rarity,W_avgPPP
Gehyra purpurascens,1982,Gekkonidae,1,Australasi,LC,5.6,Ter&Arb,1941141.61053288,378.996429443359,0.0551454909145832,6,0.102197358668061,523112.755
Gehyra robusta,1984,Gekkonidae,0,Australasi,LC,8.6,Ter,93032.6194894221,194.829879760742,0.259068608283997,0,0.100247884444423,523112.755
Gehyra serraticauda,2014,Gekkonidae,1,Australasi,DD,31.6,Arb,12.3295951527713,212.392501831055,779.058776855469,0,0.0845909527825161,893115.816
Gehyra spheniscus,2012,Gekkonidae,0,Australasi,LC,2.2,Ter,29407.0878919125,336.696350097656,0.0080291423946619,0,0.00184728359662006,523112.755
Gehyra variegata,1836,Gekkonidae,45,Australasi,LC,7.4,Ter&Arb,2918629.17613115,224.677185058594,3.72483134269714,85,0.212887501217383,523112.755
Gehyra versicolor,2014,Gekkonidae,2,Australasi,LC,3.5,Ter&Arb,226579.078117318,172.821746826172,0.0204688217490911,0,0.101046448478875,523112.755
Gehyra vorax,1858,Gekkonidae,3,Australasi,NT,109,Arb,28902.8175398392,247.165420532227,44.4088249206543,2,0.380329627770013,2800.654
Gehyra xenopus,1978,Gekkonidae,0,Australasi,LC,9.9,Ter,41418.6100812441,228.105773925781,0.0113770663738251,0,0.0333633740628322,523112.755
Gekko aaronbaueri,2015,Gekkonidae,1,IndoMalay,,,,,,,,,
Gekko adleri,2013,Gekkonidae,1,IndoMalay,LC,8.7,Ter,19.9925613580712,543.060607910156,54.6771583557129,0,0.104149405046644,1338591.882
Gekko albofasciolatus,1867,Gekkonidae,0,IndoMalay,,76,,9.99628069147103,7.00946235656738,3162.44897460938,0,0.100136752847048,893115.816
Gekko athymus,1962,Gekkonidae,0,IndoMalay,NT,31.6,Ter&Arb,3236.98577991775,431.139068603516,65.7089462280274,0,0.0346282124651082,259656.615
Gekko auriverrucosus,1982,Gekkonidae,0,Paleartic,DD,6.8,Arb,86712.6751328665,1022.21368408203,177.005767822266,0,3.60573580939762e-05,5142910.821
Gekko badenii,1994,Gekkonidae,1,IndoMalay,EN,48.3,Ter,6203.85004676042,285.499542236328,192.987823486328,0,0.301903482203027,65934.2816666667
Gekko boehmei,2015,Gekkonidae,1,IndoMalay,,,,,,,,,
Gekko bonkowskii,2015,Gekkonidae,1,IndoMalay,,,,,,,,,
Luperosaurus browni,1979,Gekkonidae,3,IndoMalay,LC,6.2,Arb,354661.122626701,141.894638061523,46.2699966430664,25,2.73915296029153,336285.97
Gekko canaensis,2011,Gekkonidae,1,IndoMalay,LC,23.9,Ter,15.5180453249534,47.8887977600098,240.180801391602,0,0.0645611969558787,211456.709
Gekko canhi,2010,Gekkonidae,1,IndoMalay,LC,18.7,Ter,434.497020294715,215.273590087891,115.712211608887,0,0.198926372948167,211456.709
Gekko carusadensis,2010,Gekkonidae,1,IndoMalay,,17.6,Ter,2234.44075355816,153.177322387695,546.905822753906,0,0.101681603250932,259656.615
Gekko chinensis,1842,Gekkonidae,5,IndoMalay,LC,10.3,Arb,859384.305600796,832.763610839844,286.422119140625,115,1.70800506077949,1164670.99225
Gekko coi,2011,Gekkonidae,0,IndoMalay,,11.8,Ter&Arb,391.964215128586,403.027587890625,184.722549438477,0,0.00381366167479677,259656.615
Gekko crombota,2008,Gekkonidae,1,IndoMalay,,30.1,Arb,73.7198621770725,295.643646240234,2.94653296470642,0,0.0255332827677702,
Gekko ernstkelleri,2006,Gekkonidae,0,IndoMalay,VU,15.2,Ter&Arb,494.741451356484,218.769271850586,230.449584960938,0,0.016678716368728,129828.308
Gekko gecko,1758,Gekkonidae,310,IndoMalay,LC,129.3,Ter&Arb,4804735.76658547,434.639434814453,246.531433105469,378,22.4617842541098,88663.5897142857
Gekko gigante,1978,Gekkonidae,0,IndoMalay,VU,21.7,Ter,11.3420232408824,22.8530082702637,,0,0.0882680802708322,
Gekko grossmanni,1994,Gekkonidae,2,IndoMalay,DD,14.3,Ter,3570.02918126303,245.42155456543,372.29345703125,0,0.160329829900805,211456.709
Luperosaurus gulat,2010,Gekkonidae,0,IndoMalay,,10.8,Arb,11702.5123363427,202.238189697266,73.9158096313477,2,0.0350200311251898,259656.615
Gekko hokouensis,1928,Gekkonidae,18,Paleartic,LC,12.2,Arb,1654768.69901181,421.610809326172,395.850769042969,471,1.18056152856261,1146956.8915
Ptychozoon horsfieldii,1827,Gekkonidae,3,IndoMalay,LC,17,Arb,757391.967394695,258.055480957031,34.9701614379883,42,3.14704081950031,175634.8345
Ptychozoon intermedium,1915,Gekkonidae,2,IndoMalay,NT,19,Arb,53064.2896494679,104.980690002441,299.008972167969,1,1.36933364507462,259656.615
Luperosaurus iskandari,2000,Gekkonidae,1,Australasi,DD,7,Arb,2099.63037839573,279.232360839844,25.4154567718506,0,52.09900873727,893115.816
Gekko japonicus,1836,Gekkonidae,97,Paleartic,LC,12.1,Ter,2339400.55915555,525.112548828125,395.504730224609,487,0.98952071665371,1197866.37775
Ptychozoon kaengkrachanense,2012,Gekkonidae,2,IndoMalay,LC,12.6,Arb,19.9925613448556,508.825897216797,11.2321033477783,0,0.0502060803545892,374740.434
Gekko kikuchii,1912,Gekkonidae,1,IndoMalay,DD,10.3,Ter,13636.184711852,304.801971435547,162.49641418457,1,0.0763262239528093,136565.798
Gekko kuhli,1902,Gekkonidae,1,,LC,,,,,,,,
Gekko kwangsiensis,2015,Gekkonidae,1,IndoMalay,,,,,,,,,
Gekko lauhachindai,2010,Gekkonidae,2,IndoMalay,CR,18,Ter,19.9925613444228,79.0618209838867,179.384002685547,0,0.0527052659897974,374740.434
Gekko liboensis,1982,Gekkonidae,0,,,,,,,,,,
Gekko lionotum,1905,Gekkonidae,1,,LC,,,,,,,,
Gekko melli,1922,Gekkonidae,2,IndoMalay,LC,12,Ter&Arb,24916.9205594267,251.254989624023,405.717346191406,0,0.000181962177548866,5142910.821
Gekko mindorensis,1919,Gekkonidae,4,IndoMalay,LC,13.5,Ter&Arb,44171.7683327971,262.4443359375,330.311676025391,8,1.37010123776702,259656.615
Gekko monarchus,1836,Gekkonidae,7,IndoMalay,LC,20.1,Ter&Arb,1995725.48068472,301.9208984375,186.106140136719,156,68.0762834541265,117354.434
Ptychozoon nicobarensis,2009,Gekkonidae,2,IndoMalay,EN,19.2,Arb,692.953876405883,30.8613662719727,73.6765899658203,0,0.31394306329608,2126586.379
Gekko nutaphandi,2008,Gekkonidae,1,IndoMalay,LC,29.3,Ter&Arb,9.99628067241612,309.063690185547,6.03295707702637,0,0.1002525299069,374740.434
Gekko palawanensis,1925,Gekkonidae,0,IndoMalay,LC,6,Ter&Arb,13979.6148494483,180.403045654297,70.8192367553711,2,0.0350289798601972,259656.615
Gekko palmatus,1907,Gekkonidae,3,IndoMalay,LC,10.2,Ter&Arb,31337.4858887894,402.465911865234,110.275405883789,0,0.606702693870528,888596.695
Gekko petricolus,1962,Gekkonidae,4,IndoMalay,LC,19.6,Ter,22191.3447033154,213.834014892578,118.465103149414,0,0.000609370035263692,111436.306666667
Gekko porosus,1922,Gekkonidae,1,IndoMalay,LC,17.4,,267.88818385169,166.813232421875,2.94633173942566,0,0.0589829334718308,
Gekko reevesii,1831,Gekkonidae,4,IndoMalay,LC,86.6,Arb,581295.478173507,814.480773925781,307.815765380859,68,0.362912799995395,5142396.53
Gekko remotus,2012,Gekkonidae,1,Oceania,,29.8,Arb,418.170489635742,49.8316154479981,,0,1.28775292518158,
Ptychozoon rhacophorus,1899,Gekkonidae,4,IndoMalay,DD,8.6,Arb,9.99628062614465,327.992065429688,38.3474540710449,0,0.202023476650076,255152.621
Gekko romblon,1978,Gekkonidae,1,IndoMalay,LC,13.9,Ter&Arb,1226.02994755574,221.876098632813,274.076049804688,0,0.00406030595727891,259656.615
Gekko rossi,2009,Gekkonidae,0,IndoMalay,,23.7,Ter&Arb,197.443796644063,166.036437988281,22.3124389648438,0,0.0151035210152304,259656.615
Gekko russelltraini,2009,Gekkonidae,1,IndoMalay,VU,11.4,Arb,9.99628068357353,530.426025390625,2.90250563621521,0,0.250217884816993,211456.709
Gekko scabridus,1982,Gekkonidae,0,Paleartic,LC,9.3,Ter,67960.9439915061,1903.95556640625,110.621154785156,2,0.152003354827583,5142910.821
Gekko scientiadventura,2004,Gekkonidae,0,IndoMalay,LC,8,Ter&Arb,6561.84796825459,552.203552246094,20.781982421875,0,0.352668510588905,18790.596
Gekko sengchanthavongi,2015,Gekkonidae,1,IndoMalay,,,,,,,,,
Gekko shibatai,2008,Gekkonidae,0,IndoMalay,VU,8.6,Ter&Arb,6.48303027100915,32.5304412841797,,0,0.156800493159412,
Gekko taylori,1990,Gekkonidae,0,IndoMalay,LC,58.4,,9.99628067239931,117.618469238281,203.167465209961,0,0.100130478916608,374740.434
Gekko similignum,1923,Gekkonidae,0,IndoMalay,LC,4.4,Arb,19.9925613335165,184.170379638672,549.124755859375,0,0.0505082936294599,5142910.821
Gekko smithii,1842,Gekkonidae,7,IndoMalay,LC,113.9,Ter&Arb,1859213.25446799,255.322463989258,157.103805541992,136,9.25740282636935,86452.4337142857
Luperosaurus sorok,2008,Gekkonidae,0,IndoMalay,DD,1,,19.9925613440619,500.002624511719,214.742614746094,0,0.0516497984811451,255152.621
Gekko subpalmatus,1864,Gekkonidae,5,Paleartic,LC,7.7,Arb,1135963.79743764,810.824951171875,354.339477539063,219,1.1606751507337,2563071.9385
Gekko swinhonis,1864,Gekkonidae,26,Paleartic,VU,8.3,,1376893.68814584,491.811370849609,467.875274658203,251,0.202310832452055,5142910.821
Gekko taibaiensis,1985,Gekkonidae,0,Paleartic,,7.1,Arb,10428.2502090459,1256.47351074219,230.654434204102,0,0.000144231677343465,5142910.821
Gekko takouensis,2010,Gekkonidae,1,IndoMalay,VU,23,Ter&Arb,10.3908406923491,282.389831542969,126.329002380371,0,0.196486327562987,211456.709
Gekko tawaensis,1956,Gekkonidae,3,Paleartic,LC,7.4,Ter,51363.6065550002,300.418579101563,508.824340820313,33,0.000173565033021214,2836343.728
Gekko thakhekensis,2014,Gekkonidae,1,IndoMalay,,,,,,,,,
Ptychozoon trinotaterra,1999,Gekkonidae,2,IndoMalay,LC,19.1,Arb,68766.1814925202,174.003921508789,47.9324226379395,0,0.206687944909224,32635.7963333333
Gekko truongi,2011,Gekkonidae,1,IndoMalay,DD,17,Ter,9.9962806722557,6.1527624130249,763.038513183594,0,0.100671227663231,211456.709
Gekko verreauxi,1865,Gekkonidae,2,IndoMalay,LC,64,Arb,11.1446649631815,119.288375854492,1288.48461914063,0,0.282008132584443,2126586.379
Gekko vertebralis,2008,Gekkonidae,0,IndoMalay,LC,7.5,Arb,1065.35871069718,146.055847167969,46.4324569702148,0,0.165112795269595,2836343.728
Gekko vietnamensis,2010,Gekkonidae,1,IndoMalay,VU,14.7,Ter,10.3869101342839,29.9512996673584,470.60546875,0,0.146363839322081,211456.709
Gekko vittatus,1782,Gekkonidae,10,Australasi,LC,48.3,Arb,709833.81338321,245.264495849609,34.7935523986816,14,4.18961973087429,518007.174
Gekko wenxianensis,2008,Gekkonidae,1,Paleartic,,4.4,Ter,19.9925613451036,852.060485839844,257.073608398438,0,0.0500886599039002,5142910.821
Gekko yakuensis,1968,Gekkonidae,4,IndoMalay,NT,7.7,Ter,8951.6155905032,231.875350952148,205.880096435547,6,0.000170916553030131,2836343.728
Potamites cochranae,1931,Gymnophthalmidae,1,Neotropic,LC,19.5,Aqu,66322.950338011,1916.61450195313,33.8906898498535,6,0.580755015537049,44109.2995
Potamites flavogularis,2013,Gymnophthalmidae,1,Neotropic,LC,10.3,Aqu,28.973307142236,1587.48779296875,1.27134335041046,0,0.0357220257475647,70104.759
Geocalamus acutus,1912,Amphisbaenidae,1,Afrotropic,LC,8.9,Fos,106401.232221111,1037.07580566406,60.8534317016602,2,0.110395160059904,23634.6645
Geocalamus modestus,1880,Amphisbaenidae,0,Afrotropic,,7.8,Fos,7902.21220006821,1131.80212402344,39.9652137756348,0,0.0519013952872891,45062.275
Geochelone elegans,1795,Testudinidae,36,IndoMalay,VU,2700,Ter,1103549.67342163,315.829345703125,370.986450195313,87,,666845.370333333
Geochelone platynota,1863,Testudinidae,14,IndoMalay,CR,850,Ter,203571.04416869,250.323837280273,157.444549560547,14,,74095.739
Geoclemys hamiltonii,1831,Geoemydidae,8,IndoMalay,EN,7000,Aqu,1617448.45156864,223.506072998047,596.002868652344,100,,248817.009166667
Geoemyda japonica,1931,Geoemydidae,1,IndoMalay,EN,514.6,Ter&Aqu,1278.24622289644,91.6758117675781,657.412780761719,5,,2836343.728
Geoemyda spengleri,1789,Geoemydidae,11,IndoMalay,EN,190,Ter&Aqu,384887.087017372,515.24365234375,186.619873046875,34,,1075230.85233333
Geomyersia coggeri,1982,Scincidae,0,Australasi,LC,0.7,Ter,1830.49795448431,116.141510009766,17.6760482788086,0,0.00246354362573257,
Geomyersia glabra,1968,Scincidae,0,Australasi,NT,0.8,Fos&Ter,8834.02712739739,396.949127197266,17.6590156555176,0,0.00822747665080907,
